title,year,conference
 On the importance of initializa-tion and momentum in deep learning,2013, In Proceedings of the International Conference on MachineLearning (ICML)
 Kernel methods for deep learning,2009, In Proceedings of theInternational Conference on Neural Information Processing Systems (NeurIPS)
 Toward deeper understanding of neural networks:the power of initialization and a dual view on expressivity,2016, In Proceedings of the InternationalConference on Neural Information Processing Systems (NeurIPS)
 Exact solutions to the nonlinear dy-namics of learning in deep linear neural network,2014, In In International Conference on LearningRepresentations
 Neural tangent kernel: Convergence and gener-alization in neural networks,2018, arXiv preprint arXiv:1806
 Onexact computation with an infinitely wide neural net,2019, arXiv preprint arXiv:1904
 On the inductive bias of neural tangent kernels,2019, arXiv preprintarXiv:1905
 Understanding the difficulty of training deep feedforward neu-ral networks,2010, In Yee Whye Teh and Mike Titterington
 Delving deep into rectifiers: Surpass-ing human-level performance on imagenet classification,2015, CoRR
 A review on weight initializationstrategies for neural networks,269, Artificial intelligence review
 Deep informa-tion propagation,2017, In 5th International Conference on Learning Representations
 Exponen-tial expressivity in deep neural networks through transient chaos,2016, Advances in neural informationprocessing systems
 Mean field residual networks: On the edge of chaos,2017, In I
 Resurrecting the sigmoid in deeplearning through dynamical isometry: Theory and practice,2017, In Proceedings of the 31st Interna-tional Conference on Neural Information Processing Systems
 Initialization of relus for dynamical isometry,2019, Advancesin Neural Information Processing Systems
 Fixup initialization: Residual learn-ing without normalization,2019, In 7th International Conference on Learning Representations
 Suprema of chaos processes and the re-stricted isometry property,2014, Communications on Pure and Applied Mathematics
 High-Dimensional Probability: An Introduction with Applications in Data Sci-ence,2018, Cambridge Series in Statistical and Probabilistic Mathematics
