title,year,conference
 Robot learning from demonstration,1997, In ICML
 Playinghard exploration games by watching youtube,2018, Advances in neural information processing systems
 The option-critic architecture,2017, In Proceedings ofthe AAAI Conference on Artificial Intelligence
 A distributional perspective on reinforcementlearning,2017, In International Conference on Machine Learning
 Actionable models:Unsupervised offline reinforcement learning of robotic skills,2021, In Marina Meila and Tong Zhang(eds
 Direct policy iteration with demonstrations,2015, In Twenty-Fourth International Joint Conference on Artificial Intelligence
 An empirical investigation of representation learning forimitation,2021, 2021
 Residual learning from demonstration,2020, arXiv preprint arXiv:2008
 Goal-conditioned imitationlearning,2019, Advances in neural information processing systems
 Rewriting history withinverse rl: Hindsight inference for policy improvement,2020, In H
 Self-supervised learning of image embedding for continuous control,2019, arXiv preprint arXiv:1901
 Structure in the space of value functions,2002, Machine Learning
 Deep reinforcement learning forrobotic manipulation with asynchronous off-policy updates,2017, In 2017 IEEE international conferenceon robotics and automation (ICRA)
 Reset-free reinforcement learning via multi-task learning: Learning dexterousmanipulation behaviors without human intervention,2021, In 2021 IEEE International Conference onRobotics and Automation (ICRA)
 Dynamical distance learn-ing for semi-supervised and unsupervised skill discovery,2020, In International Conference on LearningRepresentations
 In C,2015, Cortes
 Rainbow: Combining improvements indeep reinforcement learning,2018, In Thirty-second AAAI conference on artificial intelligence
 Deep q-learning from demonstrations,2018, InThirty-second AAAI conference on artificial intelligence
 Categorical reparameterization with gumbel-softmax,2016, arXivpreprint arXiv:1611
 Learning to achieve goals,1993, In IJCAI
 Mt-opt: Continuous multi-task robotic rein-forcement learning at scale,2021, arXiv preprint arXiv:2104
 Learning from limiteddemonstrations,2013, In NIPS
 Learning hand-eye coordination for robotic grasping with deep learning and large-scale data collection,2018, TheInternational Journal of Robotics Research
 Robust Multi-Modal Policies for Industrial Assembly viaReinforcement Learning and Demonstrations: A Large-Scale Study,2021, In Proceedings of Robotics:Science and Systems
 The concrete distribution: A continuousrelaxation of discrete random variables,2016, arXiv preprint arXiv:1611
 Over-coming exploration in reinforcement learning with demonstrations,2018, In 2018 IEEE InternationalConference on Robotics and Automation (ICRA)
 Visualreinforcement learning with imagined goals,2018, Advances in neural information processing systems
 Solving rubik’s cube with a robot hand,2019, arXiv preprint
 One-shot high-fidelityimitation: Training large-scale deep nets with rl,2018, arXiv preprint arXiv:1810
 Accelerating reinforcement learning with learnedskill priors,2020, arXiv preprint arXiv:2010
 Natural actor-critic,2008, Neurocomputing
 Observe and look further:Achieving consistent performance on atari,2018, arXiv preprint arXiv:1805
 Learning by playing -solving sparse reward tasks from scratch,2018, CoRR
 Learning montezuma’s revenge from a single demonstration,2018, arXivpreprint arXiv:1812
 Autonomousreinforcement learning via subgoal curricula,2021, Advances in Neural Information Processing Systems
 Reinforcement learning with sequencesof motion primitives for robust manipulation,2012, IEEE Transactions on robotics
 Supervised learning and reinforcement learning of feedback models forreactive behaviors: Tactile feedback testbed,2020, arXiv preprint arXiv:2007
 Learning to pour with arobot arm combining goal and shape learning for dynamic movement primitives,2011, Robotics andAutonomous Systems
 Leveraging demonstrations for deepreinforcement learning on robotics problems with sparse rewards,2017, arXiv preprint arXiv:1707
 A practicalapproach to insertion with variable socket position using deep reinforcement learning,2019, In 2019international conference on robotics and automation (ICRA)
 CompositionalTransfer in Hierarchical Reinforcement Learning,2020, In Proceedings of Robotics: Science and Systems
 Efficient hindsight reinforcement learningusing demonstrations for robotic tasks with sparse rewards,2020, International Journal of AdvancedRobotic Systems
