title,year,conference
 An optimistic perspective on offlinereinforcement learning,2020, In International Conference on Machine Learning
 ROBEL: RObotics BEnchmarks for Learning with low-cost robots,2019, In Conference on RobotLearning (CoRL)
 Model-based offline planning,2021, In International Con-ference on Learning Representations
 Offline RL without off-policy evaluation,2021, In Thirty-Fifth Conference on Neural Information Processing Systems
 Decision transformer: Reinforcement learning via sequence mod-eling,2021, In Thirty-Fifth Conference on Neural Information Processing Systems
 End-to-end driving via conditional imitation learning,2018, In 2018 IEEE International Conference on Robotics andAutomation (ICRA)
 Learning andpolicy search in stochastic dynamical systems with bayesian neural networks,2017, In International Conferenceon Learning Representations (ICLR 2017)
 Search on the replay buffer: Bridgingplanning and reinforcement learning,2019, In Advances in Neural Information Processing Systems
 Rewriting history withinverse RL: hindsight inference for policy improvement,2020, In Advances in Neural Information ProcessingSystems
 Learning robust rewards with adverserial inverse rein-forcement learning,2018, In International Conference on Learning Representations
 D4RL: Datasets for deepdata-driven reinforcement learning,2020, arXiv preprint arXiv:2004
 Benchmarks for deep off-policy evaluation,2021, In International Conference on Learning Representa-tions
 A minimalist approach to offline reinforcement learning,2021, In Thirty-FifthConference on Neural Information Processing Systems
 Off-policy deep reinforcement learning without explo-ration,2019, In International Conference on Machine Learning
 Scaling laws for neural machine translation,2021, arXiv preprint arXiv:2109
 Learning actionable representations with goal condi-tioned policies,2018, In International Conference on Learning Representations
 Learning to reach goals via iterated supervised learning,2021, In InternationalConference on Learning Representations
 Relay policy learning:Solving long-horizon tasks via imitation and reinforcement learning,2020, In Conference on Robot Learning
 Soft actor-critic: Off-policy maximumentropy deep reinforcement learning with a stochastic actor,2018, In International conference on machinelearning
 Urban driving With conditionalimitation learning,2020, In 2020 IEEE International Conference on Robotics and Automation (ICRA)
 Generative adversarial imitation learning,2016, Advances in neural informa-tion processing systems
 Offline reinforcement learning as one big sequencemodeling problem,2021, In Advances in Neural Information Processing Systems
 MOReL: Model-Based Offline Reinforcement Learning,2020, In H
 Reward-conditioned policies,2019, arXiv preprintarXiv:1912
 Conservative Q-learning for offlinereinforcement learning,2020, In Hugo Larochelle
 Continuous control with deep reinforcement learning,2016, In International Con-ference on Learning Representations
 Learning latent plans from play,2020, In Conference on Robot Learning
 What matters in learning from offline hu-man demonstrations for robot manipulation,2021, In 5th Annual Conference on Robot Learning
 Visualreinforcement learning with imagined goals,2018, Advances in Neural Information Processing Systems
 Fitted Q-iteration by advantage weighted regression,2009, In Advances inNeural Information Processing Systems 21-Proceedings of the 2008 Conference
 Hyperparameter selection for offline reinforcement learning,2020, arXivpreprint arXiv:2007
 Advantage-weighted regression: Simpleand scalable off-policy reinforcement learning,2019, arXiv preprint arXiv:1910
 Reinforcement learning upside down: Don¡¯t predict rewards-just map them toactions,2019, arXiv preprint arXiv:1912
 Proximal policy opti-mization algorithms,2017, arXiv preprint arXiv:1707
 Model-basedoffline policy optimization with distribution correcting regularization,2021, In Joint European Conference onMachine Learning and Knowledge Discovery in Databases
 Overcoming model bias for robust offline deepreinforcement learning,2021, Engineering Applications of Artificial Intelligence
 On mutualinformation maximization for representation learning,2020, In International Conference on Learning Repre-sentations
 Uncertainty weighted actor-critic for offline reinforcement learning,2021, In Marina Meila andTong Zhang (eds
 MOPO: Model-based Offline Policy Optimization,2020, Advances in Neural InformationProcessing Systems
