title,year,conference
 Rademacher and gaussian complexities: Risk bounds andstructural results,2002, J
 Spectrally-normalized margin bounds forneural networks,9781, In Proceedings of the 31st International Conference on Neural InformationProcessing Systems
 A model of inductive bias learning,2000, J
 Analysis of representationsfor domain adaptation,2006, In Advances in Neural Information Processing Systems
 Deep learning of representations for unsupervised and transfer learning,2012, In Pro-ceedings of ICML Workshop on Unsupervised and Transfer Learning
 Meta-learning with differen-tiable closed-form solvers,2019, In International Conference on Learning Representations
 On the opportunities and risks of foundation models,2021, CoRR
 Language models are few-shot learners,2020, In Advances in Neural InformationProcessing Systems
 Learning many related tasks at the same time with backpropagation,1995, In Advances inNeural Information Processing Systems
 This lookslike that: Deep learning for interpretable image recognition,2019, In Advances in Neural InformationProcessing Systems
 Encoder-decoder with atrous separable convolution for semantic image segmentation,2018, In ECCV (7)
 Emnist: an extension ofmnist to handwritten letters,2017, arXiv preprint arXiv:1702
 A baseline forfew-shot image classification,2020, In International Conference on Learning Representations
 Model-agnostic meta-learning for fast adaptationof deep networks,1126, In Proceedings of the 34th International Conference on Machine Learning
 Dynamic few-shot visual learning without forgetting,2018, InProceedings ofthe IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Size-independent sample complexity ofneural networks,2017, Information and Inference: A Journal of the IMA
 Deep residual learning for image recog-nition,2016, In 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Mask r-cnn,2017, In Proceedings of theIEEE International Conference on Computer Vision (ICCV)
 On the asymptotic representation of the euler gamma function by ramanu-jan,2001, J
 Adaptive gradient-based meta-learning methods,2019, In Advances in Neural Information Processing Systems
 Learning multiple layers of features from tiny images,2012, Technical report
 Meta-learning withdifferentiable convex optimization,2019, In CVPR
 Fully convolutional networks for semanticsegmentation,2015, In 2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Domain adaptation: Learning boundsand algorithms,2009, In Proceedings of The 22nd Annual Conference on Learning Theory (COLT2009)
 The benefit of multitaskrepresentation learning,2016, J
 A simple neural attentive meta-learner,2018, In International Conference on Learning Representations
 Rapid adaptation withconditionally shifted neurons,2018, In Proceedings of the 35th International Conference on MachineLearning
 Tadam: Task dependent adaptivemetric for improved few-shot learning,2018, In Advances in Neural Information Processing Systems
 Prevalence of neural collapse during the terminalphase of deep learning training,2020, Proceedings of the National Academy of Sciences
 A pac-bayesian bound for lifelong learning,2014, In Proceed-ings of the 31st International Conference on Machine Learning
 Implicit dynamic regularization in deep networks,2020, Technical report
 Theoretical issues in deep networks,2020, Proceed-ings of the National Academy of Sciences
 Transductiveepisodic-wise adaptive metric for few-shot learning,2019, In Proceedings of the IEEE/CVF Interna-tional Conference on Computer Vision (ICCV)
 Few-shot image recognition by predictingparameters from activations,2018, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition (CVPR)
 Zero-shot text-to-image generation,2021, CoRR
 Dynamicsand neural collapse in deep classifiers trained with the square loss,2021, Technical report
 Optimization as a model for few-shot learning,2017, In International Confer-ence on Learning Representations
 Few-shot learning with embedded classmodels and shot-free meta training,2019, 2019 IEEE/CVF International Conference on ComputerVision (ICCV)
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in Neural Information Processing Systems
 Meta-learning with latent embedding optimization,2019, In International Conferenceon Learning Representations
 Very deep convolutional networks for large-scale imagerecognition,2014, CoRR
 Prototypical networks for few-shot learning,2017, InAdvances in Neural Information Processing Systems
 Meta-transfer learning for few-shotlearning,2019, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Match-ing networks for one shot learning,2016, In Advances in Neural Information Processing Systems
 Learning to navigatefor fine-grained classification,2018, In Proceedings of the European Conference on Computer Vision(ECCV)
 Wide residual networks,2016, ArXiv
