title,year,conference
 The Arcade Learning Envi-ronment: An evaluation platform for general agents,2013, Journal of Artificial Intelligence Research
 A distributional perspective on reinforcementlearning,2017, In Proceedings of the International Conference on Machine Learning
 The theory of dynamic programming,1954, Technical Report P-550
 Dynamic Programming,1957, Princeton University Press
 Neuro-Dynamic Programming,1996, Athena Scientific
 Action-gap phenomenon in reinforcement learning,2011, In Advances inNeural Information Processing Systems
 Dead-ends andsecure exploration in reinforcement learning,2019, In Proceedings of the International Conference onMachine Learning
 Rainbow: Combining improvements indeep reinforcement learning,2018, In Proceedings of the AAAI Conference on Artificial Intelligence
 On the convergence of stochastic iterativedynamic programming algorithms,1994, Neural Computation
 Multi-advisor reinforcementlearning,2017, arXiv:1704
 Revisiting the Arcade Learning Environment: Evaluation protocols and openproblems for general agents,2018, Journal of Artificial Intelligence Research
 Markov Decision Processes: Discrete Stochastic Dynamic Programming,1994, JohnWiley & Sons
 Q-Decomposition for reinforcement learning agents,2003, InProceedings of the International Conference on Machine Learning
 Convergence resultsfor single-step on-policy reinforcement-learning algorithms,2000, Machine Learning
 Reinforcement Learning: An Introduction,2018, MIT Press
 Horde: A scalable real-time architecture for learning knowledge from unsuper-vised sensorimotor interaction,2011, In Proceedings of the International Conference on AutonomousAgents and Multiagent Systems
 Algorithmsfor Reinforcement Learning,2010, Morgan & Claypool
 Learning to represent action values as ahypergraph on the action vertices,2021, In Proceedings of the International Conference on LearningRepresentations
 Deep reinforcement learning with Double Q-Learning,2016, In Proceedings of the AAAI Conference on Artificial Intelligence
 Separation of concerns inreinforcement learning,2016, arXiv:1612
 Hybrid reward architecture for reinforcement learning,2017, In Advances in Neural InformationProcessing Systems
 Using a logarithmic mapping to enable lowerdiscount factors in reinforcement learning,2019, In Advances in Neural Information Processing Sys-tems
 Learning from Delayed Rewards,1989, PhD thesis
