title,year,conference
 Openai gym,2016, arXiv preprint arXiv:1606
 Offline meta reinforcement learning,2020, arXiv preprintarXiv:2008
 Continuous doubly con-strained batch reinforcement learning,2021, arXiv preprint arXiv:2102
 Model-agnostic meta-learning for fast adaptationof deep networks,2017, In Proceedings of the 34th International Conference on Machine Learning-Volume 70
 D4rl: Datasets for deepdata-driven reinforcement learning,2020, arXiv preprint arXiv:2004
 Addressing function approximation error in actor-critic methods,2018, In International Conference on Machine Learning
 Off-policy deep reinforcement learning withoutexploration,2019, In International Conference on Machine Learning
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, In International confer-ence on machine learning
 When to trust your model: Model-based policy optimization,2019, arXiv preprint arXiv:1906
 Morel: Model-based offline reinforcement learning,2020, arXiv preprint arXiv:2005
 Stabilizing off-policy q-learning viabootstrapping error reduction,2019, arXiv preprint arXiv:1906
 Conservative q-learning for offlinereinforcement learning,2020, arXiv preprint arXiv:2006
 Efficient fully-offline meta-reinforcement learning via dis-tance metric learning and behavior regularization,2020, arXiv preprint arXiv:2010
 Deployment-efficient reinforcement learning via model-based offline optimization,2020, arXiv preprintarXiv:2006
 Offline meta-reinforcement learning with advantage weighting,2020, arXiv preprint arXiv:2008
 Algaedice:Policy gradient from arbitrary experience,2019, arXiv preprint arXiv:1912
 On first-order meta-learning algorithms,2018, arXivpreprint arXiv:1803
 Meta-learning requires meta-augmentation,2020, arXivpreprint arXiv:2007
 Efficient off-policymeta-reinforcement learning via probabilistic context variables,2019, arXiv preprint arXiv:1903
 On the global optimality of model-agnostic meta-learning,9837, In International Conference on Machine Learning
 Mopo: Model-based offline policy optimization,2020, arXiv preprintarXiv:2005
 Conservative data sharing for multi-task offline reinforcement learning,2021, arXiv preprintarXiv:2109
 Efficient meta learning viaminibatch proximal update,2019, Advances in Neural Information Processing Systems
 Varibad: A very good method for bayes-adaptive deep rl via meta-learning,2019, arXiv preprint arXiv:1910
1 Evaluation of RACModel learning,2021, Following the same line as in (Janner et al
