title,year,conference
 Input convex neural networks,2017, In International Confer-ence on Machine Learning
 Sorting out lipschitz function approximation,2019, In Inter-national Conference on Machine Learning
 Deep equilibrium models,2019, arXiv preprintarXiv:1909
 Multiscale deep equilibrium models,2020, arXiv preprintarXiv:2006
 Stabilizing equilibrium models by jacobian regular-ization,2021, arXiv preprint arXiv:2106
 Random smoothing might be unableto certify l8 robustness for high-dimensional images,2020, J
 Neural ordinary differ-ential equations,2018, arXiv preprint arXiv:1806
 Semialgebraic repre-sentation of monotone deep equilibrium models and applications to certification,2021, arXiv preprintarXiv:2106
 Parsevalnetworks: Improving robustness to adversarial examples,2017, In International Conference on MachineLearning
 Certified adversarial robustness via randomizedsmoothing,2019, In International Conference on Machine Learning
 Augmented neural odes,2019, arXiv preprintarXiv:1904
 Implicit deeplearning,2021, SIAM Journal on Mathematics of Data Science
 Generalizable adversarial training via spectral nor-malization,2018, arXiv preprint arXiv:1811
 HoW to train yourneural ode: the world of jacobian and kinetic regularization,2020, In International Conference onMachine Learning
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 On the effectiveness of intervalbound propagation for training verifiably robust models,2018, arXiv preprint arXiv:1810
 Ffjord:Free-form continuous dynamics for scalable reversible generative models,2018, arXiv preprintarXiv:1810
 Adversarial robustness of sta-bilized neuralodes might be from obfuscated gradients,2020, arXiv preprint arXiv:2009
 Limitations of the lipschitz constant as adefense against adversarial examples,2018, In Joint European Conference on Machine Learning andKnowledge Discovery in Databases
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Curse of dimensionality onrandomized smoothing for certifiable robustness,2020, In International Conference on Machine Learn-ing
 Certifiedrobustness to adversarial examples With differential privacy,2019, In 2019 IEEE Symposium on Securityand Privacy (SP)
 Certified adversarial robustness Withadditive noise,2018, arXiv preprint arXiv:1809
 What game are We playing? end-to-end learning innormal and extensive form games,2018, arXiv preprint arXiv:1805
 Neural sde: Stabilizing neural odenetWorks With stochastic noise,2019, arXiv preprint arXiv:1906
 Differentiable abstract interpretation for prov-ably robust neural netWorks,3578, In International Conference on Machine Learning
 Spectral normalizationfor generative adversarial netWorks,2018, arXiv preprint arXiv:1802
 Estimating lipschitz constants of monotone deepequilibrium models,2020, In International Conference on Learning Representations
 M-matrix characterizations,1977, i¡ªnonsingular m-matrices
 Certified defenses against adversarial exam-ples,2018, arXiv preprint arXiv:1801
 Semidefinite relaxations for certifying ro-bustness to adversarial examples,2018, arXiv preprint arXiv:1811
 Lipschitz bounded equilibrium networks,2020, arXivpreprint arXiv:2010
 Latent odes for irregularly-sampled timeseries,2019, arXiv preprint arXiv:1907
 Provably robust deep learning via adversarially trained smoothed classifiers,2019, arXivpreprint arXiv:1906
 A convex relax-ation barrier to tight robustness verification of neural networks,2019, arXiv preprint arXiv:1902
 Fast certified robusttraining with short warmup,2021, arXiv preprint arXiv:2103
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 Anderson acceleration for fixed-point iterations,2011, SIAM Journal onNumerical Analysis
 Satnet: Bridging deep learning and log-ical reasoning using a differentiable satisfiability solver,2019, In International Conference on MachineLearning
 Efficient formal safetyanalysis of neural networks,2018, arXiv preprint arXiv:1809
 Towards fast computation of certified robustness for relu networks,2018, InInternational Conference on Machine Learning
 Monotone operator equilibrium networks,2020, Advances in NeuralInformation Processing Systems
 Provable defenses against adversarial examples via the convex outeradversarial polytope,2018, In International Conference on Machine Learning
 Scaling provable adversarialdefenses,2018, arXiv preprint arXiv:1805
 Training for fasteradversarial robustness verification via inducing relu stability,2018, arXiv preprint arXiv:1809
 Automatic perturbation analysis for scalable certifiedrobustness and beyond,2020, Advances in Neural Information Processing Systems
 On robustness of neural ordinary differ-ential equations,2019, arXiv preprint arXiv:1910
 Randomizedsmoothing of all shapes and sizes,2020, In International Conference on Machine Learning
 Efficient neural net-work robustness certification with general activation functions,2018, arXiv preprint arXiv:1811
