title,year,conference
 Scalable methods for computing state similarity in deterministic Markovdecision processes,2020, In Association for the Advancement of Artificial Intelligence (AAAI)
 A Simple Framework forContrastive Learning of Visual Representations,2002, arXiv:2002
 Deep reinforcementlearning in a handful of trials using probabilistic dynamics models,2018, In Neural InformationProcessing Systems (NeurIPS)
 CARLA:An open urban driving simulator,2017, arXiv preprint arXiv:1711
 Bisimulation metrics for continuous Markovdecision processes,0097, Society for Industrial and Applied Mathematics
 Bisimulation metrics are optimal value functions,2014, In Uncertaintyin Artificial Intelligence (UAI)
 DeepMDP:Learning continuous latent space models for representation learning,2019, In Kamalika Chaudhuri andRuslan Salakhutdinov (eds
 Equivalence notions and model minimization inMarkov decision processes,2003, Artificial Intelligence
 Soft actor-critic: Off-policy maxi-mum entropy deep reinforcement learning with a stochastic actor,2018, arXiv preprint arXiv:1801
 Learning latent dynamics for planning from pixels,2018, arXiv preprint arXiv:1811
 Data-efficient image recognition with contrastive predictive coding,2019, arXivpreprint arXiv:1905
 Learning state representations with robotic priors,2015, AutonomousRobots
 Autonomous reinforcement learning on rawvisual input data in a real world application,2012, In International Joint Conference on Neural Networks(IJCNN)
 CURL: Contrastive unsupervised representa-tions for reinforcement learning,2020, arXiv:2003
 Stochastic latent actor-critic:Deep reinforcement learning with a latent variable model,2019, arXiv preprint arXiv:1907
 Towards a unified theory of state abstraction forMDPs,2006, In ISAIM
 Human-level control through deep rein-forcement learning,0028, Nature
 Representation learning with contrastive predictivecoding,2018, arXiv preprint arXiv:1807
 Efficient off-policymeta-reinforcement learning via probabilistic context variables,2019, arXiv preprint arXiv:1903
 DeepMind control suite,2018, Technical report
 Bounding performance loss in approximateMDP homomorphisms,2009, In Neural Information Processing (NeurIPS)
 Towards quantitative verification of probabilistic transitionsystems,2001, In Fernando Orejas
 Representation learning with contrastive predictivecoding,2018, ArXiv
 Topics in optimal transportation,2003, American Mathematical Society
 From pixels to torques: Policy learningwith deep dynamical models,2015, arXiv preprint arXiv:1502
 Embed to control:A locally linear latent dynamics model for control from raw images,2015, In Neural InformationProcessing Systems (NeurIPS)
 Im-proving sample efficiency in model-free reinforcement learning from images,2019, arXiv preprintarXiv:1910
 Natural environment benchmarks for reinforcementlearning,2018, Computing Research Repository (CoRR)
 Invariant causal prediction for block mdps,2020, In International Conferenceon Machine Learning (ICML)
