title,year,conference
 Learning dexterousin-hand manipulation,2018, arXiv preprint arXiv:1808
 Recycle-gan: Unsupervised videoretargeting,2018, In Proceedings of the European conference on computer vision (ECCV)
 Successor features for transfer in reinforcement learning,2017, In Advances in neuralinformation processing systems
 Using simulation and domainadaptation to improve efficiency of deep robotic grasping,2018, In 2018 IEEE International Conferenceon Robotics and Automation (ICRA)
 Openai gym,2016, arXiv preprint arXiv:1606
 Robust policies via mid-level visual representations: An experimental study inmanipulation and navigation,2020, arXiv preprint arXiv:2011
 Addressing function approximation error in actor-critic methods,2014, In International Conference on Machine Learning
 Learning invariantfeature spaces to transfer skills with reinforcement learning,2016, arXiv preprint arXiv:1703
 Cycada: Cycle-consistent adversarial domain adaptation,2017, arXiv preprintarXiv:1711
 Sim-to-real via sim-to-sim: Data-efficient robotic grasping via randomized-to-canonical adaptation networks,2019, In Proceedings of theIEEE Conference on Computer Vision and Pattern Recognition
 Cross-domain transfer in reinforcement learning using targetapprentice,2018, In 2018 IEEE International Conference on Robotics and Automation (ICRA)
 Cross domain imitationlearning,2019, arXiv preprint arXiv:1910
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Unsupervised image-to-image translation networks,2017, InAdvances in neural information processing Systems
 Imitation from observation: Learn-ing to imitate behaviors from raw video via context translation,2017, arXiv preprint arXiv:1707
 Understanding the intentions of others: re-enactment of intended acts by18-month-old children,1995, Developmental psychology
 Actor-mimic: Deep multitask andtransfer reinforcement learning,2015, arXiv preprint arXiv:1511
 Sim-to-real transfer ofrobotic control with dynamics randomization,2018, 2018 IEEE International Conference on Roboticsand Automation (ICRA)
 The curious robot:Learning visual representations via physical interactions,2016, In European Conference on ComputerVision
 Asym-metric actor critic for image-based robot learning,2017, arXiv preprint arXiv:1710
 Bayessim: Adaptive domain randomization viaprobabilistic inference for robotics simulators,2019, Robotics: Science and Systems XV
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 Time-contrastive networks: Self-supervised learning from video,2018, In2018 IEEE International Conference on Robotics and Automation (ICRA)
 Deepmind control suite,2018, arXiv preprintarXiv:1801
 Whatmakes for good views for contrastive learning,2020, arXiv preprint arXiv:2005
 Learning to manipUlatedeformable objects withoUt demonstrations,2019, arXiv preprint arXiv:1910
 Learning predictive representationsfor deformable objects Using contrastive estimation,2020, arXiv preprint arXiv:2003
 Deceptionnet: Network-driven domain random-ization,2019, In Proceedings of the IEEE International Conference on Computer Vision
 Learningdense correspondence via 3d-gUided cycle consistency,2016, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Unpaired image-to-image translationUsing cycle-consistent adversarial networks,2017, In Proceedings of the IEEE international conferenceon computer vision
