title,year,conference
 Reinforcement learning transfer via common sub-spaces,2012, In Adaptive and Learning Agents: International Workshop
 Unsupervised cross-domaintransfer in policy gradient reinforcement learning via manifold alignment,2015, In AAAI Conferenceon Artificial Intelligence
 Unsupervised cross-domaintransfer in policy gradient reinforcement learning via manifold alignment,2015, In Proc
 Reuse of neuralmodules for general video game playing,2015, CoRR
 Multitask learning,1997, Machine Learning
 Learning transferable policies for monoc-ular reactive MAV control,2016, In International Symposium on Experimental Robotics (ISER)
 Learning modularneural network policies for multi-task and multi-robot transfer,2016, arXiv preprint arXiv:1609
 Adam: A method for stochastic optimization,2015, In International Conferenceon Learning Representations
 Autonomous shaping: knowledge transfer in reinforcementlearning,2006, In International Conference on Machine Learning (ICML)
 Learning neural network policies with guided policy search underunknown dynamics,2014, In Advances in Neural Information Processing Systems
 Iterative linear quadratic regulator design for nonlinear biologicalmovement systems,2004, In ICINCO (1)
 Continuous control with deep reinforcement learning,2015, CoRR
 Born to learn: What infants learn from watching us,1999, Skillman
 Dynamic time warping,2007, Information retrieval for music and motion
 A survey on transfer learning,2010, IEEE Transactions on knowledgeand data engineering
 Progressive neural networks,2016, CoRR
 Transferring instances for model-basedreinforcement learning,2008, In Proceedings of the European Conference on Machine Learning andPrinciples and Practice of Knowledge Discovery in Databases (ECML PKDD)
 Simultaneous deep transfer acrossdomains and tasks,2015, In International Conference in Computer Vision (ICCV)
 When pliers become fingers in the monkey motor system,2008, Proceedings of theNational Academy of Sciences
 Manifold alignment without correspondence,2009, In IJCAI
