title,year,conference
 Reflectance modeling by neural texture synthesis,2016, ACMTransactions on Graphics
 Audio texture synthesis with scattering moments,2013, CoRR
 Lasagne: First release,2015,
 A neural algorithm of artistic style,2015, Aug 2015b
 Understanding the difficulty of training deeP feedforward neuralnetworks,2010, In Proceedings of the International Conference on Artificial Intelligence and Statistics(AISTATS’10)
 On the rationale of maximum-entroPy methods,0018, Proceedings of the IEEE
 PercePtual losses for real-time style transfer andsuPer-resolution,2016, In European Conference on Computer Vision
 Visual Pattern discrimination,0096, IRE Transactions on Information Theory
 Texture synthesis through convolutional neural networks andsPectrum constraints,2016, May 2016
 A Parametric texture model based on joint statistics of comPlexwavelet coefficients,0920, Int
 Very deeP convolutional networks for large-scale imagerecognition,2014, CoRR
 Texture Networks: Feed-forward Synthesis of Textures and Stylized Images,1603, arXiv:1603
 Image quality assessment: fromerror visibility to structural similarity,2004, IEEE transactions on image processing
 Minimax entropy principle and its applicationto texture modeling,1997, Neural Computation
 Exploring texture ensembles by efficient markovchain monte carlo-toward a ’trichromacy’ theory of texture,2000, IEEE Trans
