title,year,conference
 Neural machine translation by jointlylearning to align and translate,2015, In Proceedings of the ICLR 2015
 Neuronlike adaptive elements that cansolve difficult learning control problems,1983, Systems
 Scheduled sampling for sequenceprediction with recurrent neural networks,2015, arXiv preprint arXiv:1506
 Report onthe 11th iwslt evaluation campaign,2014, In Proc
 Learning phrase representations using rnn encoder-decoder forstatistical machine translation,2014, arXiv preprint arXiv:1406
 Learning as search optimization: Approximate large marginmethods for structured prediction,2005, In Proceedings of the 22nd international conference on Machinelearning
 Search-based structured prediction,2009, Machinelearning
 Long-term recurrent convolutional networks for visualrecognition and description,2015, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 First-pass large vocabularycontinuous speech recognition using bi-directional recurrent dnns,2014, arXiv preprint arXiv:1408
 Direct loss minimization for structuredprediction,2010, In Advances in Neural Information Processing Systems
 Long short-term memory,1997, Neural computation
 A method for stochastic optimization,2015, In International Conferenceon Learning Representation
 Unifying visual-semantic embeddings withmultimodal neural language models,2014, arXiv preprint arXiv:1411
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Structured prediction with reinforcementlearning,2009, Machine learning
 Neural networks for control,1995, MIT press
 Human-level controlthrough deep reinforcement learning,2015, Nature
 Policy invariance under reward transformations:Theory and application to reward shaping,1999, In ICML
 Bleu: a method for automaticevaluation of machine translation,2002, In Proceedings of the 40th annual meeting on association forcomputational linguistics
 Sequence level trainingwith recurrent neural networks,2015, arXiv preprint arXiv:1511
 A reduction of imitation learning andstructured prediction to no-regret online learning,2010, arXiv preprint arXiv:1011
 A neural attention model for abstractivesentence summarization,2015, arXiv preprint arXiv:1509
 Bidirectional recurrent neural networks,1997, Signal Processing
 Minimumrisk training for neural machine translation,2015, arXiv preprint arXiv:1512
 Sequence to sequence learning with neural networks,2014, InAdvances in Neural Information Processing Systems 27: Annual Conference on Neural InformationProcessing Systems 2014
 Policy gradientmethods for reinforcement learning with function approximation,1999, In NIPS
 Temporal credit assignment in reinforcement learning,1984, 1984
 An analysis of temporal-difference learning with functionapproximation,1997, Automatic Control
 Show and tell: A neuralimage caption generator,2015, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 An investigation of imitation learning algorithms for structured prediction,2012, InEWRL
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Learning simple algorithmsfrom examples,2015, arXiv preprint arXiv:1511
