title,year,conference
 Adversarial transformation networks: Learning to generate adver-sarial examples,2017, arXiv preprint arXiv:1703
 Began: Boundary equilibrium generative adversar-ial networks,2017, arXiv preprint arXiv:1703
 Evasion attacks against machine learning at test time,2013, In JointEuropean Conference on Machine Learning and Knowledge Discovery in Databases
 Towards evaluating the robustness of neural networks,2017, In IEEESymposium on Security and Privacy
 Towards evaluating the robustness of neural networks,2017, InSecurity and Privacy (SP)
 Deep neural net-works segment neuronal membranes in electron microscopy images,2012, In NIPS
 Imagenet: A large-scalehierarchical image database,2009, In CVPR
 Generative adversarial nets,2014, In NIPS
 Explaining and harnessing adversarialexamples,2015, In ICLR
 Im-proved training of wasserstein gans,2017, In NIPS
 Deep residual learning for image recog-nition,2016, In CVPR
 Distilling the knowledge in a neural network,2015, arXivpreprint arXiv:1503
 Image-to-image translation withconditional adversarial networks,2017, CVPR
 Perceptual losses for real-time style transfer andsuper-resolution,2016, In ECCV
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 ImageNet classification with deep convo-lutional neural networks,2012, In NIPS
 The MNIST database of handwritten digits,1998, 1998
 End-to-end training of deep visuo-motor policies,2016, JMLR
 Delving into transferable adversarial exam-ples and black-box attacks,2017, In ICLR
 Deepfool: a simple andaccurate method to fool deep neural networks,2015, arXiv preprint arXiv:1511
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Intriguing properties of neural networks,2014, In ICLR
 Ensembleadversarial training: Attacks and defenses,2017, arXiv preprint arXiv:1705
 The spaceof transferable adversarial examples,2017, arXiv preprint arXiv:1704
 Wide residual networks,2016, arXiv preprintarXiv:1605
 Generative visual manipu-lation on the natural image manifold,2016, In ECCV
 Unpaired image-to-image translationusing cycle-consistent adversarial networks,2017, ICCV
