title,year,conference
 Delving deep into rectifiers: Surpassinghuman-level performance on imagenet classification,2015, In Proceedings of the IEEE internationalconference on computer vision
 Densely connectedconvolutional networks,2016, arXiv preprint arXiv:1608
 Learning multiple layers of features from tiny images,2009, 2009
 Imagenet classification with deep convo-Iutional neural networks,2012, In Advances in neural information processing Systems
 Multi-class deep boosting,2014, In Advances inNeural Information Processing Systems
 Boosted convolutional neural networks,2016, In BMVC
 Boosted residual networks,2017, In International Conference onEngineering Applications of Neural Networks
 Deep incremental boosting,2017, arXiv preprint arXiv:1708
 Multiclass boosting: Theory and algorithms,2011, InAdvances in Neural Information Processing Systems
 A brief introduction to boosting,1999, In Ijcai
 Adaboosting neural networks: Application to on-line characterrecognition,1997, In International Conference on Artificial Neural Networks
 Boosting neural networks,2000, Neural Computation
 Very deep convolutional networks for large-scale imagerecognition,2015, ICLR
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Understandingdeep learning requires rethinking generalization,2016, arXiv preprint arXiv:1611
 Adaboosting neural networks for credit scoring,2009, In The Sixth InternationalSymposium on Neural Networks (ISNN 2009)
