title,year,conference
 Learning to learn by gradient descent by gradient descent,2016, In Advances inNeural Information Processing Systems
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Neural combinatorialoptimization with reinforcement learning,2016, arXiv preprint arXiv:1611
 An analogue approach to the travelling salesman,1987, Nature
 Solving a combinatorial problem via self-organizing process: An application of the kohonenalgorithm to the traveling salesman problem,1988, Biological cybernetics
 Neural turing machines,2014, arXiv preprintarXiv:1410
 Long short-term memory,1997, Neural computation
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Buildingmachines that learn and think like people,2016, Behavioral and Brain Sciences
 A critical review of recurrent neural networksfor sequence learning,2015, arXiv preprint arXiv:1506
 Pulp: a linear programming toolkit for python,2011, 2011
 Playing atari with deep reinforcement learning,2013, arXiv preprintarXiv:1312
 End-to-end memory networks,2015, In Advancesin neural information processing systems
 LectUre 6,2012,5—RmsProp: Divide the gradient by a rUnning average of itsrecent magnitUde
 An analysis of temporal-difference learning with fUnction approxima-tiontechnical,1996, Technical report
 Pointer networks,2015, In Advances in NeuralInformation Processing Systems
 Meta-learning with backpropagation,2001, InNeural Networks
 Learning simple algorithmsfrom examples,2016, In International Conference on Machine Learning
