title,year,conference
 Estimating Local Intrinsic Dimensionality,2015, In Proceedingsof the 21th ACM SIGKDD International Conference on Knowledge Discovery and Data Mining
 Some new indexes of cluster validity,1998, IEEE Transactions on Systems
 LIBSVM: A library for support vector machines,2011, ACMTransactions on Intelligent Systems and Technology
 Robust Physical-World Attacks on Machine Learning Models,2017, CoRR
 Robustness of classifiers:from adversarial to random noise,2016, CoRR
 Explaining and Harnessing AdversarialExamples,2014, CoRR
 Ad-versarial Machine Learning,2011, In Proceedings of the 4th ACM Workshop on Security and ArtificialIntelligence
 Learning multiple layers of features from tiny images,2009, Technical report
 Fastfood: Approximate Kernel Ex-pansions in Loglinear Time,2013, In Proceedings of International Conference on Machine Learning(ICDM)
 MNIST handwritten digit database,2010, 2010
 Support Vector Method for Novelty Detection,2000, In Proceedings of Advances in NeuralInformation Processing Systems (NIPS)
 Reading Digitsin Natural Images with Unsupervised Feature Learning,2011, NIPS Workshop on Deep Learning andUnsupervised Feature Learning
 Adversarial Support Vec-tor Machine Learning,2012, In Proceedings of the 18th ACM SIGKDD International Conference onKnowledge Discovery and Data Mining
