title,year,conference
 Began: Boundary equilibrium generative adversar-ial networks,2017, arXiv preprint arXiv:1703
 Mode regularized generativeadversarial networks,2016, arXiv preprint arXiv:1612
 Adversarial feature learning,2016, arXiv preprintarXiv:1605
 Adversarially learned inference,2016, arXiv preprint arXiv:1606
 Generative adversarial nets,2014, In Z
 Unrolled generative adversarialnetworks,2016, arXiv preprint arXiv:1611
 Conditional generative adversarial nets,2014, arXiv preprintarXiv:1411
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 In D,2016,D
 AmortiSedmap inference for image super-resolution,2016, arXiv preprint arXiv:1610
 Coulomb gans: Provably optimal nash equilibria via potential fields,2017, CoRR
 Learning a prob-abilistic latent space of object shapes via 3d generative-adversarial modeling,2016, In D
