title,year,conference
 Neural Networks for Pattern Recognition,1995, Oxford University Press
 Deep Learning,2016, MIT Press
 Training convolutional networkswith noisy labels,2014, Technical Report Preprint: arXiv:1406
 Universal adversarial perturba-tions,2016, Technical Report Preprint: arXiv:1610
 Understanding deep learning requiresrethinking generalization,2016, Technical Report Preprint: arXiv:1611
 On the consequences of the statistical mechanics theory of learning curves forthe model selection problem,1995, In J
 Rigorous learning curve bounds fromstatistical mechanics,1996, Machine Learning
 Making Vapnik-Chervonenkis bounds accurate,2015, In V
 Generalization in deep learning,2017, TechnicalReport Preprint: arXiv:1710
 Gradient-based learning applied to documentrecognition,1998, Proceedings of the IEEE
 Qualitatively characterizing neural networkoptimization problems,2014, Technical Report Preprint: arXiv:1412
 Explorations on high dimensionallandscapes,2014, Technical Report Preprint: arXiv:1412
 The loss surfaces ofmultilayer networks,2014, Technical Report Preprint: arXiv:1412
 On the saddle point problem for non-convex optimization,2014, Technical Report Preprint: arXiv:1405
 On the energy landscape of deep networks,2015, Technical ReportPreprint: arXiv:1511
 On large-batchtraining for deep learning: generalization gap and sharp minima,2016, Technical Report Preprint:arXiv:1609
 Learning representations by back-propagating errors,1988, In J
 A statistical approach to learning and generalization inlayered neural networks,1990, Proceedings of the IEEE
 Constrained neural networks for pattern recognition,1991, In P
 A numerical study on learn-ing curves in stochastic multilayer feedforward networks,1996, Neural Computation
 Statistical mechanics of learning,2001, Cambridge UniversityPress
 Neural networks and physical systems with emergent collective computationalabilities,1982, Proc
 Statistical mechanics of neural networks,1988, Physics Today
 Complexity of learning in artificial neural networks,2001, Theoretical Computer Science
 Statistical Mechanics of Neural Networks,1967, Ft
 The existence of persistent states in the brain,1974, Math
 Replica symmetry breaking and exponential inequalities for the Sherrington-Kirkpatrick model,2000, Annals of Probability
 Early stopping—but when? In G,2012, Montavon
 A capacity scaling law for artificial neural networks,2017, TechnicalReport Preprint: arXiv: 1708
 Spectrally-normalized margin bounds for neuralnetworks,2017, Technical Report Preprint: arXiv:1706
 Learning and generalization in a two-layer neural network: the role of the Vapnik-Chervonenkis dimension,1994, Phys
 Representation learning: A review and new perspec-tives,2013, IEEE Transactions on Pattern Analysis and Machine Intelligence
 Reliability of replica symmetry for the generalization problem of atoy multilayer neural network,1994, EPL (Europhysics Letters)
 Memorization without generalization in a multilayeredneural network,1992, EPL (Europhysics Letters)
 First-order transition to perfect generalization in a neural network with binarysynapses,1990, Phys
 Learning in linear neural networks: The validity of the annealedapproximation,1992, Phys
 Statistical mechanics of compressed sensing,2010, Phys
 Statistical mechanics of optimal convex inference in high dimen-sions,2016, Physical Review X
 A theory of the learnable,1984, Communications of the ACM
 Exhaustive thermodynamical analysis of Boolean learningnetworks,1987, Europhysics Letters
 Principles of Neurodynamics,1962, Spartan
 High-dimensional random fields and random matrix theory,2013, Technical ReportPreprint: arXiv:1307
 Identifying andattacking the saddle point problem in high-dimensional non-convex optimization,2014, In AnnualAdvances in Neural Information Processing Systems 27: Proceedings of the 2014 Conference
 The random energy model,1980, Physics Reports
 Solutions of Ill-Posed Problems,1977, W
 The truncated SVD as a method for regularization,1987, BIT Numerical Mathematics
 Implementing regularization implicitly via approximateeigenvector computation,2011, In Proceedings of the 28th International Conference on MachineLearning
 Approximate computation and implicit regularization for very large-scaledata analysis,2012, In Proceedings of the 31st ACM Symposium on Principles of Database Systems
 In search of the real inductive bias: on the role ofimplicit regularization in deep learning,2014, Technical Report Preprint: arXiv:1412
 Regularized Laplacian estimation and fast eigenvector ap-proximation,2011, In Annual Advances in Neural Information Processing Systems 24: Proceedingsof the 2011 Conference
