title,year,conference
 Towards principled methods for training generative adversarialnetworks,2017, arXiv preprint arXiv:1701
 Wasserstein gan,2017, arXiv preprintarXiv:1701
 On the generalization ability of on-linelearning algorithms,2004, IEEE Transactions on Information Theory
 Mode regularized generativeadversarial networks,2016, arXiv preprint arXiv:1612
 Generative adversarial nets,2014, In Z
 Improvedtraining of wasserstein gans,2017, arXiv preprint arXiv:1704
 Cycles in adversarialregularized learning,2017, arXiv preprint arXiv:1709
 Unrolled generative adversarialnetworks,2016, CoRR
 Zur theorie der gesellschaftsspiele,1928, Mathematische Annalen
 f-gan: Training generative neural samplersusing variational divergence minimization,2016, In Advances in Neural Information Processing Systems
 Loss-sensitive generative adversarial networks on lipschitz densities,2017, CoRR
 Unsupervised Representation Learning with DeepConvolutional Generative Adversarial Networks,1511, arXiv:1511
 On general minimax theorems,1958, Pacific J
 Energy-based generative adversarial network,2016, arXivpreprint arXiv:1609
