title,year,conference
 Bounded policy iteration for decentralized pomdps,2005, In In Proceedings of theNineteenth International Joint Conference on Artificial Intelligence
 A comprehensive survey of multiagentreinforcement learning,2008, IEEE Transactions on Systems
 Coordination in Multiagent Reinforcement Learning:A Bayesian Approach,2003, In International Joint Conference on Autonomous Agents and MultiagentSystems
 Variational Lossy Autoencoder,1611, arXiv:1611
 Learning to Commu-nicate with Deep Multi-Agent Reinforcement Learning,2016, arXiv:1605
 Coordinated reinforcement learning,2002, InICML
 VIME:Variational Information Maximizing Exploration,2016, arXiv:1605
 Reinforcement Learning of Coordination in CooperativeMulti-agent Systems,2002, In Eighteenth National Conference on Artificial Intelligence
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Stick-breakingpolicy learning in dec-pomdps,2015, In IJCAI
 Asynchronous Methods for Deep ReinforcementLearning,1602, arXiv:1602
 Variational inference for policy search in changing situations,2011, In InternationalConference on Machine Learning
 High-DimensionalContinuous Control Using Generalized Advantage Estimation,2015, arXiv:1506
 Learning Multiagent Communication withBackpropagation,1605, arXiv:1605
 Multi-Agent Reinforcement Learning: Independent vs,1993, Cooperative Agents
 Learning model-free robotcontrol by a Monte Carlo EM algorithm,1573, Autonomous Robots
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
