title,year,conference
 Dynamic programming,1957, Princeton University Press
 Dynamic programming and optimal control,1995, Athena scientific Belmont
 Productivity challenges for mars rover operations,2016, In Proceedings of 4thWorkshop on Planning and Robotics (PlanRob)
 A machinelearning approach to visual perception of forest trails for mobile robots,2016, IEEE Robotics andAutomation Letters
 Efficient learning in cellular simultaneous recurrentneural networks-the case of maze navigation problem,2007, In Approximate Dynamic Programmingand Reinforcement Learning
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Learning to search: Functional gradienttechniques for imitation learning,2009, Autonomous Robots
 High-dimensional continuous control using generalized advantage estimation,2015, arXiv preprintarXiv:1506
 The predictron: End-to-end learning and planning,2017, arXiv preprint arXiv:1612
