title,year,conference
 Greedy layer-wise trainingof deep networks,2007, In Advances in neural information processing Systems
 Multitask learning,1998, In Learning to learn
 Deep bigsimple neural nets excel on handwritten digit recognition,2010, arXiv preprint arXiv:1003
 Improved regularization of convolutional neural networkswith cutout,2017, arXiv preprint arXiv:1708
 Dataset augmentation in feature space,2017, In InternationalConference on Learning Representations
 Regularization theory and neural networksarchitectures,1995, Neural computation
 Deep learning,2016, MIT press
 Fractional max-pooling,2014, arXiv preprint arXiv:1412
 Comparing biases for minimal network construction withback-propagation,1989, In Advances in neural information processing systems
 Delving deep into rectifiers: Surpassinghuman-level performance on imagenet classification,2015, In Proceedings of the IEEE internationalconference on computer vision
 Deep networks withstochastic depth,2016, In European Conference on Computer Vision
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in neural information processing systems
 Handwritten digit recognition with a back-propagation net-work,1990, In Advances in neural information processing systems
 Deep learning,2015, Nature
 Smart augmentation-learning an optimaldata augmentation strategy,2017, IEEE Access
 Regularization techniques to improve generalization,2012, In Neural Networks:Tricks of the Trade
 In search of the real inductive bias: Onthe role of implicit regularization in deep learning,2014, In International Conference on LearningRepresentations
 Experiments on learning by back propagation,1986, ERIC
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Striving forsimplicity: The all convolutional net,2014, In International Conference on Learning Representations
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 On the uniform convergence of relative frequencies of eventsto their probabilities,1971, Theory of Probab
 Deep image: Scaling up imagerecognition,2015, arXiv preprint arXiv:1501
 Wide residual networks,2016, In Proceedings of the BritishMachine Vision Conference
 Results within brackets show the performance of the models without batch normalizationNetwork	Pct,2018, Data	Explicit Reg
