title,year,conference
 Input convex neural networks,2017, In Proc
 Structured prediction energy networks,2016, In Proc
 End-to-end learning for structured predictionenergy networks,2017, In Proc
 Structural learning with amortizedinference,2015, In Proc
 Discriminative training methods for hidden Markov models: Theory and experimentswith perceptron algorithms,2002, In Proc
 Calibratingenergy-based generative adversarial networks,2017, In Proc
 Generic methods for optimization-based modeling,2012, In Proc
 A neural algorithm of artistic style,2015, CoRR
 Amortized inference in probabilistic reasoning,2014, In Proc
 Generative adversarial nets,2014, In Advances in NIPS
 A continuous relaxation ofbeam search for end-to-end training of neural sequence models,2018, In Proc
 Distilling the knowledge in a neural network,2015, InNIPS Deep Learning Workshop
 Towards decoding as continuousoptimisation in neural machine translation,2017, In Proc
 Long short-term memory,1997, Neural Computation
 Perceptual losses for real-time style transfer andsuPer-resolution,2016, In Proc
 Sequence-level knowledge distillation,2016, In Proc
 Adam: A method for stochastic oPtimization,2014, CoRR
 Auto-encoding variational Bayes,2013, CoRR
 Probabilistic Graphical Models: Principles and Techniques,2009, 2009
 Efficient inference in fully connected CRFs with Gaussianedge Potentials,2011, In Advances in NIPS
 Distillingan ensemble of greedy dependency parsers into one MST parser,2016, In Proc
 Conditional random fields:Probabilistic models for segmenting and labeling sequence data,2001, In Proc
 A tutorial onenergy-based learning,2006, In Predicting Structured Data
 Precomputed real-time texture synthesis with Markovian generativeadversarial networks,2016, CoRR
 Distributed representationsof words and phrases and their compositionality,2013, In Advances in NIPS
 DeepDream-a code example for visualiz-ing neural networks,2015, Google Research
 GloVe: Global vectors for wordrepresentation,2014, In Proc
 Regularizingneural networks by penalizing confident output distributions,2017, CoRR
 Design challenges and misconceptions in named entity recognition,2009, InProc
 Improved techniques for training GANs,2016, In Advances in NIPS
 Max-margin Markov networks,2004, In Advances inNIPS
 Large marginmethods for structured and interdependent output variables,2005, JMLR
 Proximal deep structured models,2016, In Advances inNIPS
