title,year,conference
 Distributed optimization and statisticallearning via the alternating direction method of multipliers,2011, Foundations and Trends in MachineLearning
 Equilibrated adaptive learning rates for non-convex opti-mization,2015, In Advances in Neural Information Processing Systems
 Pylearn2: a machine learning research library,2013, Preprint
 Deep residual learning for image recognition,2016, In InternationalConference on Computer Vision and Pattern Recognition
 Long short-term memory,1997, Neural Computation
 Loss-aware binarization of deep networks,2017, In InternationalConference on Learning Representations
 Adam: A method for stochastic optimization,2015, In International Conference onLearning Representations
 Speeding-up convolutionalneural networks using fine-tuned cp-decomposition,2014, Preprint arXiv:1412
 Deep learning,2015, Nature
 Extremely low bit neural network: Squeeze the last bit out withadmm,2017, Preprint arXiv:1707
 Pruning filters for efficient convnets,2017, InInternational Conference on Learning Representations
 Ternary neural networkswith fine-grained quantization,2017, Preprint arXiv:1705
 Context dependent recurrent neural network language model,2012, IEEESpoken Language Technology Workshop
 Convolutional neural networks using logarithmic datarepresentation,2016, Preprint arXiv:1603
 Tensorizing neural networks,2015, In Advancesin Neural Information Processing Systems
 DC proximal Newton for nonconvex optimizationproblems,2016, IEEE Transactions on Neural Networks and Learning Systems
 XNOR-Net: ImageNet classification usingbinary convolutional neural networks,2016, In European Conference on Computer Vision
 Going deeper with convolutions,2015, In International Conference on Computer Vision andPattern Recognition
 Theano: A Python framework for fast computation of mathematicalexpressions,2016, Preprint arXiv:1605
 An extragradient method for finding thesaddle point in an optimal control problem,2010, Moscow University Computational Mathematics andCybernetics
 ShuffleNet: An extremely efficient convolutional neuralnetwork for mobile devices,2017, Preprint arXiv:1707
 DoReFa-Net: Training low bitwidth convolu-tional neural networks with low bitwidth gradients,2016, Preprint arXiv:1606
 Trained ternary quantization,2017, In International Conferenceon Learning Representations
