title,year,conference
 Deep learning with differential privacy,2016, In Proceedings of the 2016 ACM SIGSACConference on Computer and Communications Security
 On the protection of private information in machinelearning systems: Two recent approaches,2017, In 2017 IEEE 30th Computer Security FoundationsSymposium (CSF)
 On k-anonymity and the curse of dimensionality,2005, In Proceedings of the 31stInternational Conference on Very large Data Bases
 The price of selection in differential privacy,2017, In Proceedings ofthe 2017 Conference on Learning Theory (COLT)
 Private empirical risk minimization: Efficientalgorithms and tight error bounds,2014, In Proceedings of the 2014 IEEE 55th Annual Symposium onFoundations of Computer Science (FOCS)
 Discovering frequentpatterns in sensitive data,2010, In Proceedings of the 16th ACM SIGKDD international conference onKnowledge discovery and data mining
 Evasion attacks against machine learning at test time,2013, In JointEuropean Conference on Machine Learning and Knowledge Discovery in Databases
 Plausible deniability for privacy-preservingdata synthesis,2017, Proceedings of the VLDB Endowment
 Improving generalization with active learning,1994, Machinelearning
 The algorithmic foundations of differential privacy,2014, Foundationsand Trends in Theoretical Computer Science
 Concentrated differential privacy,2016, arXiv preprintarXiv:1603
 Calibrating noise to sensitivity inprivate data analysis,2006, In Proceedings of the Third Conference on Theory of Cryptography (TCC)
 Theory of disagreement-based active learning,2014, Foundations and Trends in MachineLearning
 Deep residual learning for image recog-nition,2016, In 2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Scaling up the accuracy of Naive-Bayes classifiers: A decision-tree hybrid,1996, In KDD
 Learning differentially privatelanguage models without losing accuracy,2017, arXiv preprint arXiv:1710
 Mechanism design via differential privacy,2007, In Proceedings of the48th Annual IEEE Symposium on Foundations of Computer Science (FOCS)
 Virtual adversarial train-ing: a regularization method for supervised and semi-supervised learning,2017, arXiv preprintarXiv:1704
 Robust de-anonymization of large sparse datasets,2008, InProceedings of the 2008 IEEE Symposium on Security and Privacy
 Readingdigits in natural images with unsupervised feature learning,2011, In NIPS Workshop on Deep Learningand Unsupervised Feature Learning
 Semi-supervised knowledge transfer for deep learning from private training data,2017, In Proceedings ofthe 5th International Conference on Learning Representations (ICLR)
 Multiparty differential privacy via aggregation oflocally trained classifiers,2010, In Advances in Neural Information Processing Systems
 Membership inference at-tacks against machine learning models,2017, In Proceedings of the 2017 IEEE Symposium on Securityand Privacy
 Stochastic gradient descent with differ-entially private updates,2013, In 2013 IEEE Global Conference on Signal and Information Processing
 Intriguing properties of neural networks,2014, In Proceedings of the 2nd InternationalConference on Learning Representations (ICLR)
 Stealing machinelearning models via prediction APIs,2016, In USENIX Security Symposium
 Renyi divergence and Kullback-Leibler divergence,2014, IEEETransactions on Information Theory
 The result follows from observing that Mσ can be decomposed into applying the argmaxoperator to a noisy histogram resulted from adding Gaussian noise to each dimension of the originalhistogram,2017, The Gaussian mechanism satisfies (λ
