title,year,conference
 Mapping of a non-spatial dimension by thehippocampalentorhinal circuit,2017, Nature
 Possible principles underlying the transformation of sensory messages,1961, Sensorycommunication
 Representation learning: A review and newperspectives,2013, IEEE transactions on pattern analysis and machine intelligence
 Representation of geometric borders in thedeveloping rat,2014, Neuron
 Accurate path integration in continuous attractor network models ofgrid cells,2009, PLoS computational biology
 Recurrent inhibitory circuitryas a mechanism for grid formation,2013, Nature neuroscience
 Origin of certain instincts,1873, Nature
 Grid and nongrid cells in me-dial entorhinal cortex represent spatial location and environmental features with complementarycoding schemes,2017, Neuron
 Extracting grid cell character-istics from place cell inputs using non-negative principal component analysis,2016, eLife
 Path integration in mammals,2004, Hippocampus
 Spatialrepresentation in the entorhinal cortex,2004, Science
 Grid cellsin mice,2008, Hippocampus
 Speech recognition with deep recur-rent neural networks,2013, In Acoustics
 Draw: Arecurrent neural network for image generation,2015, arXiv preprint arXiv:1502
 Towards deep learning with segre-gated dendrites,2017, eLife
 Microstruc-ture of a spatial map in the entorhinal cortex,2005, Nature
 Environmental boundaries as an error cor-rection mechanism for grid cells,2015, Neuron
 Long short-term memory,1997, Neural computation
 Direct record-ings of grid-like neuronal activity in human sPatial navigation,2013, Nature neuroscience
 Training recurrent networks to generate hyPotheses about howthe brain solves hard navigation Problems,2016, arXiv preprint arXiv:1609
 DeeP neural networks incomPutational neuroscience,2017, bioRxiv
 A maP of visual sPace in the Primateentorhinal cortex,2012, Nature
 DeeP neural networks: anew framework for modeling biological vision andbrain information Processing,2015, Annual Review of Vision Science
 Imagenet classification with deeP convo-lutional neural networks,2012, In Advances in neural information processing systems
 SPeed cells in themedial entorhinal cortex,2015, Nature
 Neural rePresentations of location comPosed ofsPatially Periodic bands,2012, Science
 DeveloPment of the sPatial rePresen-tation system in the rat,2010, Science
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Deep learning,2015, Nature
 Context-dependentcomputation by recurrent dynamics in prefrontal cortex,2013, Nature
 Learning recurrent neural networks with hessian-free optimiza-tion,2011, pp
 Biologically plausible learning in recurrent neural networks reproduces neuraldynamics observed during cognitive tasks,2017, eLife
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Emergence of simple-cell receptive field properties bylearning a sparse code for natural images,1996, Nature
 A mechanism for self-organized error-correction of grid cells by border cells,2017, CoSyNe abstract
 Influence of boundary removal on thespatial representations of the medial entorhinal cortex,2008, Hippocampus
 Exact solutions to the nonlinear dynam-ics of learning in deep linear neural networks,2014, 2014
 Repre-sentation of geometric borders in the entorhinal cortex,2008, Science
 Training excitatory-inhibitory recurrentneural networks for cognitive tasks: A simple and flexible framework,2016, PLoS Comput Biol
 The hippocampusas a predictive map,2016, bioRxiv
 The entorhinal grid map is discretized,2012, Nature
 A neural networkthat finds a naturalistic solution for the production of muscle activity,2015, Nature neuroscience
 Generative image modeling using spatial lstms,2015, In Advances inNeural Information Processing Systems
 A principle of economy predicts thefunctional architecture of grid cells,2015, Elife
 Characterizing the sparseness of neural codes,2001, Network
 Disruption of the head direction cellnetwork impairs the parahippocampal grid cell signal,2015, Science
 Passive transportdisrupts grid signals in the parahippocampal cortex,2015, Current Biology
 Using goal-driven deep learning models to understandsensory cortex,2016, Nature neuroscience
 Performance-optimized hierarchical models predict neural responses in higher visualcortex,2014, Proceedings of the National Academy of Sciences
 Grid cells without theta oscillationsin the entorhinal cortex of bats,2011, Nature
 The speed selectivity is the absolute value of the slope,2001, If the unit activity is notmodulated by speed then the speed selectivity is 0
