title,year,conference
 Hindsight experience replay,2017, CoRR
 Active learning of inverse models with intrinsically motivated goalexploration in robots,2013, Robotics andAutonomous Systems
 Unifying count-based exploration and intrinsic motivation,2016, In NIPS
 Curriculum learning,2009, InICML
 Benchmarking deepreinforcement learning for continuous control,2016, In ICML
 Reverse curriculum generationfor reinforcement learning,2017, CoRR
 Generative adversarial nets,2014, In NIPS
 Automatic goal generation forreinforcement learning agents,2017, CoRR
 Adversarial learning for neuraldialogue generation,2017, arXiv 1701
 ExPloration in model-basedreinforcement learning by emPirically estimating learning Progress,2012, In NIPS
 Curiosity-driven exPlorationby self-suPervised Prediction,2017, In ICML
 Robust adversarial rein-forcement learning,2017, CoRR
 Reinforcement learning forrobot soccer,2009, Autonomous Robots
 Curious model-building control systems,1991, In Proc
 Trust regionPolicy oPtimization,2015, arXiv1502
 Mastering the game ofGo withdeeP neural networks and tree search,2016, Nature
 Intrinsically motivated reinforce-ment learning,2004, In NIPS
 An analysis of model-based interval estimation formarkov decision Processes,2008, J
 Maze-base: A sandbox for learning from games,2015, arXiv 1511
 Torchcraft: a library for machine learning researchon real-time strategy games,2016, arXiv preprint arXiv:1611
 Temporal difference learning and td-gammon,1995, Commun
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, In Machine Learning
