title,year,conference
 Learning to see by moving,2015, In Proceedings ofthe IEEE International Conference on Computer Vision
 Greedy layer-wise trainingof deep networks,2007, In Advances in neural information processing systems
 Unsupervised learning by predicting noise,2017, arXiv preprintarXiv:1704
 Multi-task self-supervised visual learning,2017, CoRR
 Adversarial feature learning,2016, arXiv preprintarXiv:1605
 Discrimina-tive unsupervised feature learning with convolutional neural networks,2014, In Advances in NeuralInformation Processing Systems
 Fast r-cnn,2015, In Proceedings of the IEEE international conference on computer vision
 Unsupervised learning of invariant feature hierar-chies with applications to object recognition,2007, In Computer Vision and Pattern Recognition
 Data-dependent initializationsof convolutional neural networks,2015, arXiv preprint arXiv:1511
 Learning multiple layers of features from tiny images,2009, 2009
 Learning representations for auto-matic colorization,2016, In European Conference on Computer Vision
 Colorization as a proxy task for visualunderstanding,2017, arXiv preprint arXiv:1703
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Learning deep parsimoniousrepresentations,2016, In Advances in Neural Information Processing Systems
 Network in network,2013, arXiv preprint arXiv:1312
 Fully convolutional networks for semanticsegmentation,2015, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 Unsupervised learning of visual representations by solving jigsawpuzzles,2016, In European Conference on Computer Vision
 Scaling the scattering transform:Deep hybrid networks,2017, arXiv preprint arXiv:1703
 Learning fea-tures by watching objects move,2016, arXiv preprint arXiv:1612
 Contextencoders: Feature learning by inpainting,2016, In Proceedings of the IEEE Conference on ComputerVision and Pattern Recognition
 Unsupervised representation learning with deepconvolutional generative adversarial networks,2015, arXiv preprint arXiv:1511
 Joint unsupervised learning of deep representationsand image clusters,2016, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Split-brain autoencoders: Unsupervised learningby cross-channel prediction,2016, arXiv preprint arXiv:1611
 Learning deepfeatures for scene recognition using places database,2014, In Z
