title,year,conference
 Multiscale deep equilibrium models,2020, arXiv preprintarXiv:2006
 The cityscapes dataset for semantic urban scene understanding,2016, InCVPR
 A baseline for few-shotimage classification,2020, In ICLR
 Unsupervised visual representation learning by contextprediction,2015, In ICCV
 Decaf: A deep convolutionalactivation feature for generic visual recognition,2014, In ICML
 Learning by transduction,1998, In UAI
 Unsupervised domain adaptation by backpropagation,2015, In ICML
 Unsupervised representation learning by predicting imagerotations,2018, In ICLR
 Semi-supervised learning by entropy minimization,2005, In NeurIPS
 Covariate shift and locallearning by distribution matching,2009, In Dataset Shift in Machine Learning
 On calibration of modern neural networks,2017, InICML
 Deep residual learning for image recognition,2016, InCVPR
 Benchmarking neural network robustness to common corruptions andperturbations,2019, In ICLR
 Augmix:A simple data processing method to improve robustness and uncertainty,2020, In ICLR
 A database for handwritten text recognition research,1994, TPAMI
 Batch normalization: Accelerating deep network training by reducinginternal covariate shift,2015, In ICML
 Online domain adaptation of a pre-trained cascade of classifiers,2011, In CVPR
 Transductive inference for text classification using support vector machines,1999, In ICML
 Adam: A method for stochastic optimization,2015, In ICLR
 Learning multiple layers of features from tiny images,2009, Technical report
 Pseudo-label: The simple and efficient semi-supervised learning method for deep neuralnetworks,2013, In ICML Workshop on challenges in representation learning
 Revisiting batch normalization forpractical domain adaptation,2017, In ICLRW
 Towards deeplearning models resistant to adversarial attacks,2018, In International Conference on Learning Representations
 Reading digits innatural images with unsupervised feature learning,2011, NeurIPS Workshop on Deep Learning and UnsupervisedFeature Learning
 VisDA: Thevisual domain adaptation challenge,2017, arXiv preprint arXiv:1710
 Film: Visual reasoningwith a general conditioning layer,2018, In AAAI
 Dataset shift inmachine learning,2009, MIT Press
 On network design spaces forvisual recognition,2019, In ICCV
 Playing for benchmarks,2017, In ICCV
 Unsuper-vised domain adaptation using feature-whitening and consensus loss,2019, In CVPR
 A simple way to make neural networks robust against diverse image corruptions,2020, InECCV
 ImageNet large scale visual recognition challenge,2015, IJCV
 Adapting visual category models to new domains,2010, InEuropean conference on computer vision
 Semi-supervised domainadaptation via minimax entropy,2019, In ICCV
 Improv-ing robustness against common corruptions by covariate shift adaptation,2020, arXiv preprint arXiv:2006
 Correlation alignment for unsupervised domain adaptation,2017, InDomain Adaptation in Computer Vision Applications
 Unsupervised domain adaptation through self-supervision,2019, arXiv preprint arXiv:1909
 Test-time training forout-of-distribution generalization,2019, arXiv preprint arXiv:1909
 Intriguing properties of neural networks,2014, 2014
 Simultaneous deep transfer across domains andtasks,2015, In ICCV
 Adversarial discriminative domain adaptation,2017, InCVPR
 Group normalization,2018, In ECCV
 Split-brain autoencoders: Unsupervised learning by cross-channel prediction,2017, In CVPR
 Exploring self-attention for image recognition,2020, In CVPR
 Learning withlocal and global consistency,2004, NeurIPS
