title,year,conference
 TensorFlow: A system for large-scale machine learning,2016, In Symposium on Operating Systems Design and Implementation
 Learning data-driven dis-cretizations for partial differential equations,2019, Proceedings of the National Academy of Sciences
 An Introduction to Fluid Dynamics,1967, Cambridge University Press
 Simulation as an engine of physicalscene understanding,2013, Proceedings of the National Academy of Sciences
 Flow control: new challenges for a new renaissance,2001, Progress in AerospaceSciences
 A multiple shooting algorithm for direct solution of optimalcontrol problems,1984, IFAC Proceedings Volumes
 JAX: Composable transformations of Python+NumPyprograms,2018, GitHub
 A generative model for electron paths,2019, In ICLR
 Neural ordinary differ-ential equations,2018, In Advances in Neural Information Processing Systems
 The numerical solution of the Navier-Stokes equations for an incompressiblefluid,1967, Bulletin of the American Mathematical Society
 A differentiable physics enginefor deep learning in robotics,2019, Frontiers in Neurorobotics
 Ad model builder: Using automatic differentiation forstatistical inference of highly parameterized complex nonlinear models,2012, Optimization Methodsand Software
 An introduction to the adjoint approach to design,2000, Flow
 Neuralmessage passing for quantum chemistry,2017, In ICML
 Matrix Computations,2012, JHU press
 Evaluating Derivatives: Principles and Techniques ofAlgorithmic Differentiation,2008, SIAM
 Numerical calculation of time-dependent viscous incompressibleflow of fluid with free surface,1965, Physics of Fluids
 Deep residual learning for image recog-nition,2016, In CVPR
 Learningneural PDE solvers with convergence guarantees,2019, In ICLR
 ChainQueen: A real-time differentiable physicalsimulator for soft robotics,2019, In ICRA
 Learning protein structurewith a differentiable simulator,2019, In ICLR
 On converting optimal control problems into nonlinear programming problems,1985, InComputational Mathematical Programming
 Data-driven fluid simulations using regression forests,2015, ACM Transactions on Graphics (TOG)
 An efficient mul-tiple shooting based reduced SQP strategy for large-scale dynamic process optimization,2003, Part 1:Theoretical aspects
 Numerical Methods for Conservation Laws,1992, Springer
 Differentiable cloth simulation for inverse prob-lems,2019, In Advances in Neural Information Processing Systems
 PDE-net: Learning PDEs from data,2018, InICML
 Fluid control using the adjointmethod,2004, ACM Transactions on Graphics (TOG)
 Differentiable dynamic programming for structured predictionand attention,2018, In ICML
 Deep dynamicalmodeling and control of unsteady fluid flows,2018, In Advances in Neural Information ProcessingSystems
 Flexible neural representation for physics prediction,2018, In Advances in NeuralInformation Processing Systems
 Mathematical Theory of Optimal Processes,1962, John Wiley
 In-teractive manipulation of rigid body simulations,2000, In SIGGRAPH
 Hidden fluid mechanics: A Navier-Stokesinformed deep learning framework for assimilating flow visualization data,2018, arXiv:1808
 Stable Fluids,1999, In SIGGRAPH
 Chainer: A deep learn-ing framework for accelerating the research cycle,2019, In Conference on Knowledge Discovery andData Mining (KDD)
 Accelerating Eulerianfluid simulation with convolutional networks,2017, In ICML
 Differentiable physics andstable modes for tool-use and manipulation planning,2018, In Robotics: Science and Systems
 Keyframe control of smokesimulations,2003, ACM Transactions on Graphics (TOG)
 Model reduction for real-time fluids,2006, ACMTransactions on Graphics (TOG)
 Lagrangian fluid simulationwith continuous convolutions,2020, In ICLR
 Robust and Optimal Control,1996, Prentice Hall
