title,year,conference
 Unitary evolution recurrent neural netWorks,2016, InInternational Conference on International Conference on Machine Learning
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 An empirical evaluation of generic convolutionaland recurrent netWorks for sequence modeling,2018, CoRR
 Graph-to-sequence learning using gated graphneural netWorks,2018, arXiv preprint arXiv:1806
 A quantum-theoretic approach to distributionalsemantics,2013, In NAACL
 Hierarchical multiscale recurrent neural net-Works,2016, arXiv preprint arXiv:1609
 Super-vised learning of universal sentence representations from natural language inference data,2017, arXivpreprint arXiv:1705
 Recurrentbatch normalization,2016, arXiv preprint arXiv:1603
 Transformer-xl: Attentive language models beyond a fixed-length context,2019, arXivpreprint arXiv:1901
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Complex domain backpropagation,1992, IEEE transactionson Circuits and systems II: analog and digital signal processing
 Mining and Summarizing Customer Reviews,2014, pp
 Bag of tricks for efficienttext classification,2016, arXiv preprint arXiv:1607
 Approximation by fully complex multilayer perceptrons,2003, Neuralcomputation
 Convolutional neural netWorks for sentence classification,2014, arXiv preprintarXiv:1408
 Quantum-inspired complex Word embed-ding,2018, In Proceedings of The Third Workshop on Representation Learning for NLP
 Learning Question Classifiers,2002, In COLING
 An efficient frameWork for learning sentence representa-tions,2018, arXiv preprint arXiv:1803
 Atensorized transformer for language modeling,2019, arXiv preprint arXiv:1906
 Distributed representations ofWordsand phrases and their compositionality,2013, Advances in Neural Information Processing Systems
 Efficient estimation of Word represen-tations in vector space,2013, arXiv preprint arXiv:1301
 Unsupervised learning of sentence embed-dings using compositional n-gram features,2017, arXiv preprint arXiv:1703
 Seeing stars: exploiting class relationships for sentiment categoriza-tion With respect to rating scales,2005, pp
 Glove: Global vectors for Wordrepresentation,2014, In EMNLP
 Neuronal synchrony in complex-valued deep netWorks,2013, arXivpreprint arXiv:1312
 Inter-sentencerelation extraction with document-level graph convolutional neural network,2019, arXiv preprintarXiv:1906
 Edinburgh neural machine translation systemsfor wmt 16,2016, arXiv preprint arXiv:1606
 Self-attention with relative position representa-tions,2018, arXiv preprint arXiv:1803
 On the importance of phase in humanspeech recognition,2006, IEEE transactions on audio
 Recursive Deep Models for Semantic Compositionality Over a SentimentTreebank,2013, EMNLP
 Deepcomplex networks,2017, arXiv preprint arXiv:1705
 Com-plex embeddings for simple link prediction,2016, In International Conference on Machine Learning
 The geometry of information retrieval,2004, Cambridge University Press
 Semantic hilbert space for textrepresentation learning,2019, In The World Wide Web Conference on
 Gated complex recurrent neural networks,2018, arXiv preprintarXiv:1806
 nn ,2020, Module ) :def __init__( self 
