title,year,conference
 Unsupervised neural machinetranslation,2018, In Proceedings of ICLR
 An effective approach to unsupervised machinetranslation,2019, arXiv preprint arXiv:1902
 Neural machine translation by jointlylearning to align and translate,2015, In Proceedings of ICLR
 Paraphrasing with bilingual parallel corpora,2005, In Proceedingsof ACL
 Dual learningfor machine translation,2016, In Proceedings of NeurIPS
 Toward controlledgeneration of text,2017, In Proceedings of ICML
 Categorical reparameterization with gumbel-softmax,2017, InProceedings of ICLR
 Shakespearizing modern languageusing copy-enriched sequence-to-sequence models,2017, Proceedings of EMNLP
 Google's multilingual neuralmachine translation system: Enabling zero-shot translation,2017, Transactions of the Association forComputational Linguistics
 Convolutional neural networks for sentence classification,2014, In Proceedings of EMNLP
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Unsupervisedmachine translation using monolingual corpora only,2017, arXiv preprint arXiv:1711
 Multiple-attribute text rewriting,2019, In Proceedings of ICLR
 Language as a latent variable: Discrete generative models for sentencecompression,2016, In Proceedings of EMNLP
 Evaluating style transfer for text,2019, InProceedings of NAACL
 Linguis-tic individuality transformation for spoken language,2015, In Natural Language Dialog Systems andIntelligent Assistants
 compare-mt: Atool for holistic comparison of language generation systems,2019, In Meeting of the North AmericanChapter of the Association for Computational Linguistics (NAACL) Demo Track
 Deciphering related languages,2017, Proceedings of EMNLP
 Deciphering foreign language,2011, In Proceedings of ACL
 A neural attention model for abstractivesentence summarization,2015, In Proceedings of EMNLP
 Improving neural machine translation modelswith monolingual data,2016, In Proceedings of ACL
 Style transfer from non-parallel textby cross-alignment,2017, In Proceeings of NIPS
 Policy gradientmethods for reinforcement learning with function approximation,2000, In Proceedings of NeurIPS
 Attention is all you need,2017, In Proceedings of NeurIPS
 Unsupervised textstyle transfer using language models as discriminators,2018, In Proceedings of NeurIPS
 Structvae: Tree-structured latentvariable models for semi-supervised semantic parsing,2018, In Proceedings of ACL
