title,year,conference
 Neuro-symbolicvisual reasoning: Disentangling” visual” from” reasoning”,2020, In ICML
 Neural module networks,2016, In CVPR
 Neural machine translation by jointly learning toalign and translate,2015, In ICLR
 Phyre: A newbenchmark for physical reasoning,2019, In NeurIPS
 Cophy: Counterfactual learningof physical dynamics,2020, In ICLR
 Simulation as an engine of physical sceneunderstanding,2013, Proceedings of the National Academy of Sciences
 Simple online and realtime tracking,2016, InICIP
 Weakly-supervised spatio-temporallygrounding natural sentence in video,2019, In ACL
 Unsupervised learning for physical interaction through videoprediction,2016, In NeurIPS
 Learning perceptual causality from video,2015, ACM Transactions on IntelligentSystems and Technology
 Devnet: A deep event networkfor multimedia event detection and evidence recounting,2015, In CVPR
 Threedworld: A platform for interactive multi-modalphysical simulation,2020, arXiv preprint arXiv:2007
 Finding action tubes,2015, In CVPR
 Bidirectional lstm networks for improved phonemeclassification and recognition,2018, In ICANN
 Learning by abstraction: The neural state machine,2019, In NeurIPS
 Compositional attention networks for machine reasoning,2018, InICLR
 Action genome: Actions as compositions ofspatio-temporal scene graphs,2020, In CVPR
 Inferring and executing programs for visual reasoning,2017, In ICCV
 A new approach to linear filtering and prediction problems,2020, J
 Propagationnetworks for model-based control under partial observation,2019, In ICRA
 Something-else:Compositional action recognition with spatial-temporal interaction networks,2020, In CVPR
 “what happens if,2016,
 Faster r-cnn: Towards real-time object detection withregion proposal networks,2015, In NeurIPS
 Imaginingthe unseen: Stability-based cuboid arrangements for scene understanding,2014, ACM TOG
 Videos as space-time region graphs,2018, In ECCV
 Simple online and realtime tracking with a deep associationmetric,2017, In ICIP
 Msr-vtt: A large video description dataset for bridging video andlanguage,2016, In CVPR
 Interpretable intuitive physics model,2018, In ECCV
 Neural-symbolicvqa: Disentangling reasoning from vision and language understanding,2018, In NeurIPS
