title,year,conference
 Obfuscated gradients give a false sense ofsecurity: Circumventing defenses to adversarial examples,2018, In Proceedings of the 35th InternationalConference on Machine Learning
 Instance adaptive adversarial training: Improvedaccuracy tradeoffs in neural nets,2019, arXiv preprint arXiv:1910:08051
 Kolmogorov entropy and numericalexperiments,1976, Physical Review A
 Metastability: A potential theoretic approach,2006, InternationalCongress of Mathematicians
 Thermometer encoding: One hot wayto resist adversarial examples,2018, In International Conference on Learning Representations
 Unlabeleddata improves adversarial robustness,2019, In Advances in Neural Information Processing Systems
 Reliable evaluation of adversarial robustness with an ensembleof diverse parameter-free attacks,2020, In Proceedings of the 37th International Conference on MachineLearning
 Stochastic activation pruning for robust adver-sarial defense,2018, In International Conference on Learning Representations
 Implicit generation and modeling with energy based models,2019, InAdvances in Neural Information Processing Systems
 Learning generative convnetsvia multi-grid modeling and sampling,2018, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition
 Explaining and harnessing adversarialexamples,2015, In International Conference on Learning Representations
 Countering adversarialimages using input transformations,2018, In International Conference on Learning Representations
 Parametric noise injection: Trainable randomnessto improve deep neural network robustness against adversarial attack,2019, In Proceedings of the IEEEConference on Computer Vision and Pattern Recognition
 Ganstrained by a two time-scale update rule converge to a local nash equilibrium,2017, In Advances in NeuralInformation Processing Systems
 Training products of experts by minimizing contrastive divergence,2002, NeuralComputation
 Adam: A method for stochastic optimization,2015, In InternationalConference on Learning Representations
 Noise-induced unstable dimensionvariability and transition to chaos in random dynamical systems,2003, Physical Review E
 Learning non-convergent non-persistent short-run MCMC toward energy-based model,2019, In Advances in Neural InformationProcessing Systems
 On the anatomy ofMCMC-based maximum likelihood learning of energy-based models,2020, In Proceedings of the AAAIConference on Artificial Intelligence
 Barrage of random transformsfor adversarially robust defense,2019, In Proceedings of the IEEE Conference on Computer Vision andPattern Recognition
 Denoised smoothing: Aprovable defense for pretrained classifiers,2020, In Advances in Neural Information Processing Systems
 Defense-GAN: Protecting classifiersagainst adversarial attacks using generative models,2018, In International Conference on LearningRepresentations
 Pixeldefend: Lever-aging generative models to understand and defend against adversarial examples,2018, In InternationalConference on Learning Representations
 On adaptive attacks toadversarial example defenses,2020, In Advances in Neural Information Processing Systems
 Mitigating adversarial effectsthrough randomization,2018, In International Conference on Learning Representations
 A theory of generative convnet,2016, InProceedings of the 33rd International Conference on Machine Learning
 Cooperative learning of energy-based modeland latent variable model via mcmc teaching,2018, In Proceedings of the AAAI Conference on ArtificialIntelligence
 Feature squeezing: Detecting adversarial examples in deepneural networks,2018, In 25th Annual Network and Distributed System Security Symposium
 Me-net: Towards effective adversarial robustnesswith matrix estimation,2019, In Proceedings of the 36th International Conference on Machine Learning
 Wide residual networks,2016, arXiv preprint arXiv:1605
 Statistical modeling and conceptualization of visual patterns,2003, IEEE Transactions onPattern Analysis and Machine Intelligence
