title,year,conference
 Differentiable optimization-based modeling for machine learning,2019, PhD thesis
 Deep equilibrium models,2019, In Advances in NeuralInformation Processing Systems (NeurIPS)
 Achieving conservation ofenergy in neural network emulators for climate modeling,2019, Preprint arXiv:1906
 Solution refinement at regular points of conicproblems,2019, Computational Optimization and Applications
 Neural ordinarydifferential equations,2018, In Advances in Neural Information Processing Systems (NeurIPS)
 Differentiable learning of submodular models,2017, In Advances inNeural Information Processing Systems (NeurIPS)
 Task-based end-to-end model learning in stochasticoptimization,2017, Preprint arXiv:1703
 Hamiltonian neural networks,2019, In Advancesin Neural Information Processing Systems (NeurIPS)
 Batch normalization: Accelerating deep network training byreducing internal covariate shift,2015, In International Conference on Machine Learning (ICML)
 Surrogate-based modeling and optimization,2013, Springer
 First-order methods almost always avoid saddle points,2017, Preprint arXiv:1710
 Learning for constrained optimization: Identifyingoptimal active constraint sets,2018, Preprint arXiv:1802
 OSQP: an operator splitting solverfor quadratic programs,2020, Mathematical Programming Computation
 Differentiable submodular maximiza-tion,2018, Preprint arXiv:1803
 On the implementation of an interior-point filter line-search algorithm for large-scale nonlinear programming,2006, Mathematical programming
 SATNet: Bridging deep learningand logical reasoning using a differentiable satisfiability solver,2019, In International Conference onMachine Learning (ICML)
 Melding the data-decisions pipeline: Decision-focused learning for combinatorial optimization,2018, In AAAI Conference on Artificial Intelligence
