title,year,conference
 Con-crete problems in ai safety,2016, arXiv preprint arXiv:1606
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 A baseline for detecting misclassified and out-of-distributionexamples in neural networks,2017, In 5th International Conference on Learning Representations
 Deep anomaly detection with outlierexposure,2018, arXiv preprint arXiv:1812
 Glow: Generative flow with invertible 1x1 convolutions,2018, InAdvances in neural information processing systems
 Enhancing The Reliability of Out-of-distribution ImageDetection in Neural Networks,2017, 6th International Conference on Learning Representations
 Reproducibility challenge-generativemodeling by estimating gradients of the data distribution,2019, 2019
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 Deep neural networks are easily fooled: High confi-dence predictions for unrecognizable images,2015, In Proceedings of the IEEE conference on computervision and pattern recognition
 Neural density estimation and likelihood-free inference,2019, arXiv preprintarXiv:1910
 Masked autoregressive flow for densityestimation,2017, In Advances in Neural Information Processing Systems
 Normalizing flows for probabilistic modeling and inference,2019, arXiv preprintarXiv:1912
 Likelihood ratios for out-of-distribution detection,2019, In NeurIPS
 Intriguing ProPerties of neural networks,2013, arXiv preprint arXiv:1312
 Lsun:Construction of a large-scale image dataset using deeP learning with humans in the looP,2015, arXivpreprint arXiv:1506
 DeeP structured energy based models foranomaly detection,2016, In ICML
 The model architecture used is a RefineNet with 128 filters,1024, The batch size is also fixedto 128
