title,year,conference
 Dance history: An introduction,2006, Routledge
 Scheduled sampling for sequenceprediction with recurrent neural networks,2015, In Advances in Neural Information Processing Systems
 Curriculum learning,2009, InProceedings of the 26th annual international conference on machine learning
 Realtime multi-person 2d pose estimationusing part affinity fields,2017, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Everybody dance now,2019, InProceedings of the IEEE International Conference on Computer Vision
 Listening to musical rhythms recruits motorregions of the brain,2008, Cerebral cortex
 Generating long sequences with sparsetransformers,2019, arXiv preprint arXiv:1904
 Example-based automatic music-driven conventionaldance motion synthesis,2011, IEEE transactions on visualization and computer graphics
 Recurrent network modelsfor human dynamics,2015, In Proceedings of the IEEE International Conference on Computer Vision
 Learning human motion models forlong-term predictions,2017, In 2017 International Conference on 3D Vision (3DV)
 Ganstrained by a two time-scale update rule converge to a local nash equilibrium,2017, In Advances in neuralinformation processing systems
 Extraction and alignment evaluationof motion beats for street dance,2013, In 2013 IEEE International Conference on Acoustics
 Structural-rnn: Deep learningon spatio-temporal graphs,2016, In Proceedings of the ieee conference on computer vision and patternrecognition
 Professor forcing: A new algorithm for training recurrent networks,2016, InAdvances In Neural Information Processing Systems
 Listen to dance: Music-driven choreography generationusing autoregressive encoder-decoder network,2018, arXiv preprint arXiv:1811
 Music similarity-based approach to generating dancemotion sequence,2013, Multimedia tools and applications
 Efficient nonlinear markov modelsfor human motion,2014, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Convolutional sequence to sequence modelfor human dynamics,2018, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition
 Auto-conditioned recurrentnetworks for extended complex human motion synthesis,2017, arXiv preprint arXiv:1707
 Knowing when to look: Adaptiveattention via a visual sentinel for image captioning,2017, In Proceedings of the IEEE conference oncomputer vision and pattern recognition
 Learning trajectory dependenciesfor human motion prediction,2019, In Proceedings of the IEEE International Conference on ComputerVision
 librosa: Audio and music signal analysis in python,2015, In Proceedings of the 14th pythonin science conference
 Wavenet: A generative model for rawaudio,2016, arXiv preprint arXiv:1609
 Sequence level trainingwith recurrent neural networks,2015, arXiv preprint arXiv:1511
 Music-oriented dance video synthesiswith pose perceptual loss,2019, arXiv preprint arXiv:1912
 Audio to bodydynamics,2018, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Deepdance: music-to-dance motion choreography with adversarial learning,2020, IEEE Transactionson Multimedia
 Dance with melody: An lstm-autoencoder approach tomusic-oriented dance synthesis,2018, In Proceedings of the 26th ACM international conference onMultimedia
 Modeling human motion using binarylatent variables,2007, In Advances in neural information processing systems
 Mocogan: Decomposing motionand content for video generation,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Gaussian process dynamical models,2006, In Advancesin neural information processing systems
 Video-to-video synthesis,2018, arXiv preprint arXiv:1808
 Weakly-supervised deeprecurrent neural networks for basic dance step generation,2019, In 2019 International Joint Conferenceon Neural Networks (IJCNN)
 Choreonet:Towards music to dance synthesis with choreographic action unit,2020, In Proceedings of the 28th ACMInternational Conference on Multimedia
 Stackgan: Text to photo-realistic image synthesis with stacked generative adversarialnetworks,2017, In Proceedings of the IEEE international conference on computer vision
