title,year,conference
 An optimistic perspective on offlinereinforcement learning,2020, In International Conference on Machine Learning (ICML)
 Averaged-dqn: Variance reduction and stabilizationfor deep reinforcement learning,2017, In International Conference on Machine Learning
 Openai gym,2016, arXiv preprint arXiv:1606
 Sample-efficient reinforcement learning with stochastic ensemble value expansion,2018, In Advances in NeuralInformation Processing Systems
 Better exploration with optimisticactor critic,2019, In Advances in Neural Information Processing Systems
 Model-augmented actor-critic: Backpropagatingthrough paths,2020, arXiv preprint arXiv:2005
 On the expressivity of neu-ral networks for deep reinforcement learning,2020, International Conference on Machine Learning(ICML)
 Benchmarking deepreinforcement learning for continuous control,2016, In International Conference on Machine Learning
 Taming the noise in reinforcement learning via softupdates,2015, arXiv preprint arXiv:1512
 Addressing function approximation error inactor-critic methods,2018, arXiv preprint arXiv:1802
 Off-policy deep reinforcement learning withoutexploration,2019, In International Conference on Machine Learning
 Soft actor-critic: Off-policy maximum entropy deep reinforcement learning with a stochastic actor,2018, arXiv preprintarXiv:1801
 Soft actor-critic algorithms and appli-cations,2018, arXiv preprint arXiv:1812
 Reproducibility ofbenchmarked deep reinforcement learning tasks for continuous control,2017, arXiv preprintarXiv:1708
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Controlling overes-timation bias with truncated mixture of continuous distributional quantile critics,2020, arXiv preprintarXiv:2005
 Maxmin q-learning: Controllingthe estimation bias of q-learning,2020, arXiv preprint arXiv:2002
 Benchmarkingmodel-based reinforcement learning,2019, arXiv preprint arXiv:1907
 Bias-corrected q-learning to control max-operator bias in q-learning,2013, In 2013 IEEE Symposium on Adaptive Dynamic Programming andReinforcement Learning (ADPRL)
 Sunrise: A simple unified frame-work for ensemble learning in deep reinforcement learning,2020, arXiv preprint arXiv:2007
 Mixing update q-value for deep reinforcement learning,2019, In 2019International Joint Conference on Neural Networks (IJCNN)
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Playing atari with deep reinforcement learning,2013, arXiv preprintarXiv:1312
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Deep exploration viabootstrapped dqn,2016, In Advances in neural information processing systems
 A game theoretic framework for modelbased reinforcement learning,2020, arXiv preprint arXiv:2004
 Reinforcement learning: An introduction,2018, MIT press
 Issues in using function approximation for reinforcementlearning,1993, In Proceedings of the 1993 Connectionist Models Summer School Hillsdale
 Deep reinforcement learning with double q-learning,2016, In AAAI
 Striving for simplicity and performance inoff-policy drl: Output normalization and non-uniform sampling,2019, arXiv
 Maximum entropy modelrollouts: Fast model based policy optimization without compounding errors,2020, arXiv preprintarXiv:2006
 Weighted double q-learning,2017, In IJCAI
