title,year,conference
 Data augmentation generative adversarialnetworks,2017, arXiv preprint arXiv:1711
 Large scale gan training for high fidelity naturalimage synthesis,2018, arXiv preprint arXiv:1809
 Describing textures in the wild,2014, InProceedings of the IEEE Conf
 The cityscapes dataset for semantic urbanscene understanding,2016, In Proceedings of the IEEE conference on computer vision and patternrecognition
 Imagenet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 Improved regularization of convolutional neural networkswith cutout,2017, arXiv preprint arXiv:1708
 Implicit generation and generalization in energy-based models,2019, arXivpreprint arXiv:1903
 Video representation learning by dense predictivecoding,2019, In Proceedings of the IEEE International Conference on Computer Vision Workshops
 Actively avoidingnonsense in generative models,2018, In Conference On Learning Theory
 Momentum contrast forunsupervised visual representation learning,2019, arXiv preprint arXiv:1911
 Benchmarking neural network robustness to commoncorruptions and surface variations,2018, arXiv preprint arXiv:1807
 A baseline for detecting misclassified and out-of-distributionexamples in neural networks,2016, arXiv preprint arXiv:1610
 Deep anomaly detection with outlierexposure,2018, arXiv preprint arXiv:1812
 Image-to-image translation withconditional adversarial networks,2017, In Proceedings of the IEEE conference on computer vision andpattern recognition
 Unsupervised adversarialinvariance,2018, In Advances in Neural Information Processing Systems
 Spectral normalizationfor generative adversarial networks,2018, arXiv preprint arXiv:1802
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 Estimating divergence functionalsand the likelihood ratio by convex risk minimization,2008, arXiv preprint arXiv:0809
 Unsupervised learning of visual representations by solving jigsawpuzzles,2016, In European Conference on Computer Vision
 f-gan: Training generative neural samplersusing variational divergence minimization,2016, In Advances in neural information processing systems
 Representation learning with contrastive predic-tive coding,2018, arXiv preprint arXiv:1807
 On varia-tional bounds of mutual information,2019, arXiv preprint arXiv:1905
 On varia-tional bounds of mutual information,2019, arXiv preprint arXiv:1905
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In Advances in neural information processing systems
 Understanding the limitations of variational mutual informationestimators,2019, arXiv preprint arXiv:1910
 Difference-seeking gener-ative adversarial network-unseen sample generation,2019, In International Conference on LearningRepresentations
 Deep learning and the information bottleneck principle,2015, arXivpreprint arXiv:1503
 mixup: Beyond empiricalrisk minimization,2017, arXiv preprint arXiv:1710
 Places: A 10million image database for scene recognition,2017, IEEE transactions on pattern analysis and machineintelligence
