title,year,conference
 Exploration and apprenticeship learning in reinforcement learning,2005, InProceedings ofthe 22nd international conference on Machine learning
 Thinking fast and slow with deep learning and treesearch,2017, In Advances in Neural Information Processing Systems
 Information theoretic model predictiveq-learning,2020, In Learning for Dynamics and Control
 Deep reinforcement learning ina handful of trials using probabilistic dynamics models,2018, In Advances in Neural Information ProcessingSystems
 Soft actor-critic algorithms and applications,2018, arXivpreprint arXiv:1812
 Near-optimal reinforcement learning in polynomial time,2002, Machinelearning
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Bayesian residual policyoptimization: Scalable bayesian reinforcement learning with clairvoyant experts,2020, arXiv preprintarXiv:2002
 Constrained modelpredictive control: Stability and optimality,2000, Automatica
 Neural network dynamicsfor model-based deep reinforcement learning with model-free fine-tuning,2018, In 2018 IEEE InternationalConference on Robotics and Automation (ICRA)
 Learning Complex Dexterous Manipulation with Deep ReinforcementLearning and Demonstrations,2018, In Proceedings of Robotics: Science and Systems (RSS)
 Bayessim: adaptive domain randomization viaprobabilistic inference for robotics simulators,2019, arXiv preprint arXiv:1906
 Agnostic system identification for model-based reinforcementlearning,2012, arXiv preprint arXiv:1203
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Model-based active exploration,2019, In InternationalConference on Machine Learning
 Mastering thegame of go with deep neural networks and tree search,2016, nature
 Mastering chess and shogi by self-playwith a general reinforcement learning algorithm,2017, arXiv preprint arXiv:1712
 An online learning approach to modelpredictive control,2019, arXiv preprint arXiv:1902
 Aggressivedriving with model predictive path integral control,2016, In 2016 IEEE International Conference on Roboticsand Automation (ICRA)
 Information theoretic mpc for model-based reinforcement learning,2017, In 2017IEEE International Conference on Robotics and Automation (ICRA)
 Value functionapproximation and model predictive control,2013, In 2013 IEEE symposium on adaptive dynamicprogramming and reinforcement learning (ADPRL)
