title,year,conference
 Fastgcn: Fast learning with graph convolutional networks viaimportance sampling,2018, In International Conference on Learning Representations
 Spectral graph theory,1997, Number 92
 Convolutional neural networks ongraphs with fast localized spectral filtering,2016, In Advances in neural information processing systems
 Variational inference for graph convolutionalnetworks in the absence of graph data and adversarial settings,2020, In Advances in Neural InformationProcessing Systems
 An experimentalinvestigation of kernels on graphs for collaborative recommendation and semisupervised classifi-cation,2012, Neural networks
 Neuralmessage passing for quantum chemistry,2017, arXiv preprint arXiv:1704
 Convolutional neural networks for sentence classification,2014, arXiv preprintarXiv:1408
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Semi-supervised classification with graph convolutional net-works,2016, arXiv preprint arXiv:1609
 Predict then propagate:Graph neural networks meet personalized pagerank,2019, In International Conference on LearningRepresentations
 Diffusion improves graph learn-ing,2019, In Advances in Neural Information Processing Systems
 Adaptive graph convolutional neuralnetworks,2018, arXiv preprint arXiv:1801
 Adversarially regularized graph autoencoderfor graph embedding,2018, In IJCAI International Joint Conference on Artificial Intelligence
 Deepwalk: Online learning of social repre-sentations,2014, In Proceedings of the 20th ACM SIGKDD international conference on Knowledgediscovery and data mining
 Mining of massive datasets,2011, Cambridge UniversityPress
 Fisher-bures adversary graph convolutional networks,2019, UAI
 Graph attention networks,2017, arXiv preprint arXiv:1710
 Deep graph infomax,2019, In ICLR (Poster)
 Simplifying graph convolutional networks,2019, arXiv preprint arXiv:1902
 Representation learning on graphs with jumping knowledge networks,2018, In InternationalConference on Machine Learning
 Revisiting semi-supervised learning withgraph embeddings,2016, In International conference on machine learning
 Attributed graph clustering via adaptivegraph convolution,2019, arXiv preprint arXiv:1906
