title,year,conference
 Bootstrapping apprenticeship learning,2010, In Advances inNeural Information Processing Systems (NeurIPS)
 The relaxation method of finding the common point of convex sets and itsapplication to the solution of problems in convex programming,1967, USSR computational mathematicsand mathematical physics
 Primal wasserstein imitationlearning,2020, arXiv preprint arXiv:2006
 Guided cost learning: Deep inverse optimal controlvia policy optimization,2016, In Proceedings of the 33rd International Conference on Machine Learning(ICML)
 Learning robust rewards with adverserial inverse reinforce-ment learning,2018, In Proceedings of the 6th International Conference on Learning Representations(ICLR)
 Addressing function approximation error in actor-critic methods,2018, In Proceedings of the 35th International Conference on Machine Learning (ICML)
 A divergence minimizationperspective on imitation learning methods,2019, In Proceedings of the 3rd Conference on Robot Learning(CoRL)
 Generative adversarial nets,2014, In Advances in NeuralInformation Processing Systems (NeurIPS)
 Soft Actor-Critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, In Proceedings of the 35thInternational Conference on Machine Learning (ICML)
 Generative adversarial imitation learning,2016, In Advances in NeuralInformation Processing Systems (NeurIPS)
 Tsallis reinforcementlearning: A unified framework for maximum entropy reinforcement learning,2019, arXiv preprintarXiv:1902
 Generalized Tsallis entropy reinforcement learning and its application tosoft mobile robots,2020, In Robotics: Science and Systems (RSS)
 Inverse reinforcement learning via function approximationfor clinical motion analysis,2018, In 2018 IEEE International Conference on Robotics and Automation(ICRA)
 Adversarial variational Bayes: Unify-ing variational autoencoders and generative adversarial networks,2017, In Proceedings of the 34thInternational Conference on Machine Learning (ICML)
 Human-level controlthrough deep reinforcement learning,2015, Nature
 Policy invariance under reward transformations:Theory and application to reward shaping,1999, In Proceedings of the 16th International Conference onMachine Learning (ICML)
 Algorithms for inverse reinforcement learning,2000, In Proceedingsof the 17th International Conference on Machine Learning (ICML)
 On Renyi and Tsallis entropies and divergences for exponentialfamilies,2011, arXiv preprint arXiv:1105
 Learning agents for uncertain environments,1998, In Proceedings of the 11th AnnualConference on Computational Learning Theory
 Trust regionpolicy optimization,2015, In Proceedings of the 32nd International Conference on Machine Learning(ICML)
 Proximal policyoptimization algorithms,2017, arXiv preprint arXiv:1707
 Learning to driveusing inverse reinforcement learning and deep Q-networks,2016, arXiv preprint arXiv:1612
 rlpyt: A research code base for deep reinforcement learning inpytorch,2019, arXiv preprint arXiv:1909
 Efficient sampling-basedmaximum entropy inverse reinforcement learning with application to autonomous driving,2020, IEEERobotics and Automation Letters
 GenDice: Generalized offline estimation ofstationary values,2019, In International Conference on Learning Representations
 Modeling purposeful adaptive behavior with the principle of maximum causalentropy,2010, 2010
 Maximum entropy inversereinforcement learning,2008, In Proceedings of the 23rd AAAI Conference on Artificial Intelligence
