title,year,conference
 Phase transition of the largest eigenvalue fornonnull complex sample covariance matrices,2005, TheAnnalsofProbability
 The spectrum of random inner-product kernel matrices,2013, RandomMatrices: Theory and Applications
 ImageNet: A large-scale hi-erarchical image database,2009, In 2009 IEEE conference on computer vision and pattern recognition
 The spectrum of random kernel matrices: universality results for rough andvarying kernels,2013, Random Matrices: Theory and Applications
 High-dimensional asymptotics of prediction: Ridge regressionand classification,2018, The Annals of Statistics
 HAWQ: Hes-sian aware quantization of neural networks with mixed-precision,2019, In Proceedings of the IEEEInternational Conference on Computer Vision
 A note on element-wise matrix sparsification via a matrix-valued Bernstein inequality,2011, Information Processing Letters
 On information plus noise kernel random matrices,2010, The Annals of Statistics
 Matrix Computations,2013, The Johns Hopkins UniversityPress
 BinarizedNeural Networks,2016, In Advances in Neural Information Processing Systems
 The asymptotic spectrum of the Hessian ofDNN throughout training,2019, In International Conference on Learning Representations
 Impact of regularization on spectral clustering,2016, The Annals of Statistics
 Gradient-based learning applied todocument recognition,1998, Proceedings of the IEEE
 Inner-product kernels are asymptotically equivalent to binarydiscrete kernels,2019, arXiv preprint arXiv:1909
 Towards accurate binary convolutional neural network,2017, InAdvances in Neural Information Processing Systems
 Central limit theorem for linear eigenvalue statistics of randommatrices with independent entries,2009, The Annals of Probability
 Randomized Algorithms for Matrices and Data,2011, Foundations and Trends® inMachine Learning
 Traditional and heavy tailed self regularization in neuralnetwork models,2019, In International Conference on Machine Learning
 Stochastic subsampling forfactorizing huge matrices,2017, IEEE Transactions on Signal Processing
 Random features for large-scale kernel machines,2008, In Advances inneural information processing systems
 Sub-sampled Newton methods,2019, MathematicalProgramming
 Spectral clustering of graphs with the BetheHessian,2014, In Advances in Neural Information Processing Systems
 A kernel random matrix-based approach for sparse PCA,2018, In International Conference on Learning Representations
 Q-BERT: Hessian Based Ultra Low Precision Quantization of BERT,2020, In AAAI
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Random matrices: Universality of ESDs and thecircular law,2010, The Annals of Probability
 A tutorial on spectral clustering,2007, Statistics and computing
 GIANT: Globally improved approx-imate Newton method for distributed optimization,2018, In Advances in Neural Information ProcessingSystems
 Characteristic vectors of bordered matrices with infinite dimensions,1955, Annals ofMathematics
