title,year,conference
 Maximum a posteriori policy optimisation,2018, arXiv preprint arXiv:1806
 Distributional policy gradients,2018, InInternational Conference on Learning Representations
 Self-organizing neural network that discovers surfaces in random-dotstereograms,1992, Nature
 A markovian decision process,1957, Indiana Univ
 A simple framework forcontrastive learning of visual representations,2020, arXiv preprint arXiv:2002
 Multi-column deep neural networks for imageclassification,2012, In 2012 IEEE conference on computer vision and pattern recognition
 High-performance neural networks for visual object classification,2011, arXiv preprint arXiv:1102
 Quantifying generalizationin reinforcement learning,2018, arXiv preprint arXiv:1812
 Bert: Pre-training of deepbidirectional transformers for language understanding,2018, arXiv preprint arXiv:1810
 Improved regularization of convolutional neural networkswith cutout,2017, arXiv preprint arXiv:1708
 Learning actionablerepresentations from visual observations,2018, CoRR
 Addressing function approximation error inactor-critic methods,2018, In Proceedings of the 35th International Conference on Machine Learning
 Soft actor-critic algorithms andapplications,2018, arXiv preprint arXiv:1812
 Learning latent dynamics for planning from pixels,2018, arXiv preprint arXiv:1811
 Dream to control: Learningbehaviors by latent imagination,2019, arXiv preprint arXiv:1912
 Momentum contrast forunsupervised visual representation learning,2019, arXiv preprint arXiv:1911
 Reinforcement learning with unsupervised auxiliary tasks,2017, InternationalConference on Learning Representations
 Planning and acting in partiallyobservable stochastic domains,1998, Artificial intelligence
 Model-based reinforcement learning for atari,2019, arXivpreprint arXiv:1903
 Qt-opt: Scalable deepreinforcement learning for vision-based robotic manipulation,2018, arXiv preprint arXiv:1806
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Imagenet classification with deep convolu-tional neural networks,2012, In Advances in neural information processing systems
 Continuous control with deep reinforcement learning,2015, CoRR
 Asynchronous methods for deep reinforcementlearning,2016, CoRR
 Dreaming: Model-based reinforcement learning by latentimagination without reconstruction,2020, arXiv preprint arXiv:2007
 Automatic dataaugmentation for generalization in deep reinforcement learning,2020, 2020
 Time-contrastive networks: Self-supervised learning from video,2018, In2018 IEEE International Conference on Robotics and Automation (ICRA)
 Best practices for convolutional neuralnetworks applied to visual document analysis,2003, In Icdar
 Curl: Contrastive unsupervised representationsfor reinforcement learning,2020, arXiv preprint arXiv:2004
 Deepmind control suite,2018, arXiv preprintarXiv:1801
 Im-proving sample efficiency in model-free reinforcement learning from images,2019, arXiv preprintarXiv:1910
99 32 Adam 0,2019,0001 0
