title,year,conference
 Input convex neural networks,2016, arXiv preprintarXiv:1609
 A comparison of direct and model-based rein-forcement learning,1997, In In International Conference on Robotics and Automation
 Openai gym,2016, arXiv preprint arXiv:1606
 Benchmarking deepreinforcement learning for continuous control,2016, International Conference on Machine Learning(ICML)
 Doubly robust policy evaluation and learning,2011, arXivpreprint arXiv:1103
 Muprop: Unbiased backpropagationfor stochastic neural networks,2016, International Conference on Learning Representations (ICLR)
 Continuous deep q-learning withmodel-based acceleration,2016, In International Conference on Machine Learning (ICML)
 A natural policy gradient,2001, In NIPS
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Deterministic policy gradient algorithms,2014, 2014
 Guided policy search,2013, In International Conference on MachineLearning (ICML)
 Weighted importance samplingfor off-policy learning with linear function approximation,2014, In Advances in Neural InformationProcessing Systems
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Asynchronous methods for deep reinforcementlearning,2016, In International Conference on Machine Learning (ICML)
 Safe and efficient off-policy reinforcement learning,2016, arXiv preprint arXiv:1606
 Policy gradient methods for robotics,2006, In International Conference onIntelligent Robots and Systems (IROS)
 Relative entropy policy search,2010, In AAAI
 Eligibility traces for off-policy policy evaluation,2000, Computer Science DepartmentFaculty Publication Series
 Trust regionpolicy optimization,2015, In International Conference on Machine Learning (ICML)
 De-terministic policy gradient algorithms,2014, In International Conference on Machine Learning (ICML)
 Masteringthe game of go with deep neural networks and tree search,2016, Nature
 Fast gradient-descent methods for temporal-difference learningwith linear function approximation,2009, In Proceedings of the 26th Annual International Conferenceon Machine Learning
 Bias in natural actor-critic algorithms,2014, In ICML
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
