title,year,conference
 Layer normalization,2016, arXiv preprintarXiv:1607
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Multimodal attention for neural machinetranslation,2016, arXiv preprint arXiv:1609
 Lium-cvc submissions for wmt17multimodal translation task,2017, In Proceedings of the Second Conference on Machine Translation
 Probing the needfor visual context in multimodal machine translation,2019, In Proceedings of the 2019 Conference ofthe North American Chapter of the Association for Computational Linguistics: Human LanguageTechnologies
 Incorporating global visual features into attention-based neural machinetranslation,2017, In Proceedings of the 2017 Conference on Empirical Methods in Natural LanguageProcessing
 Doubly-attentive decoder for multi-modal neuralmachine translation,2017, In Proceedings of the 55th Annual Meeting of the Association forComputational Linguistics (Volume 1: Long Papers)
 Clause restructuring for statistical machinetranslation,2005, In Proceedings of the 43rd Annual Meeting of the Association for ComputationalLinguistics
 Adversarial evaluation of multimodal machine translation,2018, In Proceedings of the2018 Conference on Empirical Methods in Natural Language Processing
 Imagination improves multimodal translation,2017, In Proceedingsof the Eighth International Joint Conference on Natural Language Processing (Volume 1: LongPapers)
 Multilingual image description with neural sequencemodels,2015, arXiv preprint arXiv:1510
 Findings of thesecond shared task on multimodal machine translation and multilingual image description,2017, InProceedings of the Second Conference on Machine Translation
 A convolutional encoder modelfor neural machine translation,2017, In Proceedings of the 55th Annual Meeting of the Association forComputational Linguistics (Volume 1: Long Papers)
 The memad submissionto the wmt18 multimodal translation task,2018, In Proceedings of the Third Conference on MachineTranslation: Shared Task Papers
 Distributional structure,1954, Word
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Cuni system for the wmt18 multimodaltranslation task,2018, In Proceedings of the Third Conference on Machine Translation: Shared TaskPapers
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Deterministic -autoregressive neural sequencemodeling by iterative refinement,2018, In Proceedings of the 2018 Conference on Empirical Methodsin Natural Language Processing
 Data-dependent gaussian prior objective for language generation,2020, In Eighth InternationalConference on Learning Representations
 Microsoft coco: Common objects in context,2014, In Europeanconference on computer vision
 Explain images with multimodalrecurrent neural networks,2014, arXiv preprint arXiv:1410
 Attention is all you need,2017, In I
 Sequence to sequence-video to text,2015, In Proceedings of the IEEE internationalconference on computer vision
 Nict-naistsystem for wmt17 multimodal translation task,2017, In Proceedings of the Second Conference onMachine Translation
