title,year,conference
 Simulation as an engine of physicalscene understanding,2013, PNAS
 Residual flows forinvertible generative modeling,2019, arXiv
 Neural ordinary differentialequations,2018, In NeurIPS
 Density estimation using real nvp,2017, ICLR
 Ffjord:Free-form continuous dynamics for scalable reversible generative models,2018, ICLR
 Hamiltonian neural networks,2019, NeurIPS
 Learning latent dynamics for planning from pixels,2019, PMLR
 On a general method in dynamics,1834, Philosophical Transactions of the RoyalSociety
 Towards a definition of disentangled representations,2018, arXiv
 Emerging convolutions for generativenormalizing flows,2019, ICML
 Neural autoregressiveflows,2018, ICML
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Auto-encoding variational bayes,2014, ICLR
 Generalizing hamiltonian monte carlowith neural networks,2017, arXiv preprint arXiv:1711
 Why symmetry matters,2012, Nature
 The finiteness theorem for invariants of finite groups,1915, Mathematische Annalen
 Masked autoregressive flow for densityestimation,2017, NeurIPS
 Variational inference with normalizing flows,2015, arXivpreprint arXiv:1505
 Stochastic backpropagation andapproximate inference in deep generative models,2014, ICML
 Markov chain Monte Carlo and variationalinference: Bridging the gap,2015, In ICML
 Embed tocontrol: A locally linear latent dynamics model for control from raw images,2015, NeurIPS
