title,year,conference
 Segnet: A deep convolutional encoder-decoder architecture for scene segmentation,2017, TPAMI
 Deep convolutionalnetworks do not classify based on global object shape,2018, PLOS Computational Biology
 Global contrast based salient regiondetection,2015, TPAMI
 Predicting human eye fixations via an lstm-basedsaliency attentive model,2018, TIP
 Visualizing higher-layerfeatures of a deep network,2009, University of Montreal
 Understanding the difficulty of training deep feedforward neuralnetworks,2010, In AISTATS
 Deep residual learning for image recog-nition,2016, In CVPR
 Unsupervised discovery ofnonlinear structure using contrastive backpropagation,2006, Cognitive science
 Gated feedback refinementnetwork for dense image labeling,2017, In CVPR
 The secrets of salient object segmentation,2014, InCVPR
 The mythos of model interpretability,2018, Queue
 Picanet: Learning pixel-wise contextual attentionfor saliency detection,2018, In CVPR
 Fully convolutional networks for semanticsegmentation,2015, In CVPR
 Learning deconvolution network for seman-tic segmentation,2015, In ICCV
 Faster r-cnn: Towards real-time objectdetection with region proposal networks,2015, In NIPS
 Grad-cam: Visual explanations from deep networks via gradient-based local-ization,2017, In ICCV
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Deepface: Closing the gap tohuman-level performance in face verification,2014, In CVPR
 A recurrent neural networkbased alternative to convolutional networks,2015, arXiv preprint arXiv:1505
 Adaptive deconvolutional networks for mid and highlevel feature learning,2011, In ICCV
 Visualizing and understanding convolutional networks,2014, In ECCV
 Understandingdeep learning requires rethinking generalization,2016, arXiv preprint arXiv:1611
 Amulet: Aggregatingmulti-level convolutional features for salient object detection,2017, In ICCV
