title,year,conference
 Mixture density networks,1994, 1994
 Sample-efficientreinforcement learning with stochastic ensemble value expansion,2018, In Advances in NeuralInformation Processing Systems
 Deep reinforcementlearning in a handful of trials using probabilistic dynamics models,2018, In S
 Implicit quantile networks fordistributional reinforcement learning,2018, CoRR
 Distributional reinforcementlearning with quantile regression,2018, In Thirty-Second AAAI Conference on Artificial Intelligence
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,1050, In international conference on machine learning
 Generative adversarial nets,2014, Advances in neural informationprocessing systems
 Bounding boxregression with uncertainty for accurate object detection,2019, In The IEEE Conference on ComputerVision and Pattern Recognition (CVPR)
 Neural autoregressiveflows,2018, In International Conference on Machine Learning
 Calibrating predictive model estimates to supportpersonalized medicine,2012, Journal of the American Medical Informatics Association
 Stochastic gradient vb and the variational auto-encoder,2014, InSecond International Conference on Learning Representations
 Deep hybrid models: bridging discriminative and generativeapproaches,2017, In Uncertainty in Artificial Intelligence
 Calibrated structured prediction,2015, In C
 Conditional random fields: Probabilisticmodels for segmenting and labeling sequence data,2001, 2001
 Stepwise multiple quantile regression estimation using non-crossingconstraints,2009, Statistics and its Interface
 Assessing the performanceof deep learning models for multivariate probabilistic energy forecasting,2021, Applied Energy
 Masked autoregressive flow for densityestimation,2017, arXiv preprint arXiv:1705
 Normalizing flows for probabilistic modeling and inference,2019, arXiv preprintarXiv:1912
 Learningwith weak supervision from physics and data-driven constraints,2018, AI Magazine
 Individualized sepsis treatment using reinforcement learning,1078, Nature Medicine
 Quantile functions for multivariate analysis: approaches and applications,2002, StatisticaNeerlandica
 A neuro-dynamicprogramming approach to retailer inventory management,1997, In Decision and Control
 On-the-joblearning with bayesian decision theory,2015, Neural Information Processing Systems
