title,year,conference
 Maximum a posteriori policy optimisation,2018, arXiv preprint arXiv:1806
 A comparison of direct and model-based rein-forcement learning,1997, International Conference on Robotics and Automation
 Distributed distributional deterministic policygradients,2018, arXiv preprint arXiv:1804
 Audio adversarial examples: Targeted attacks on speech-to-text,2018, In 2018 IEEE Security and Privacy Workshops (SPW)
 Recurrent environmentsimulators,2017, International Conference on Learning Representations (ICLR)
 One-shot learning of manipulation skills with onlinedynamics adaptation and neural network priors,2016, Intelligent Robots and Systems (IROS)
 Adver-sarial policies: Attacking deep reinforcement learning,2019, arXiv preprint arXiv:1905
 Explaining and harnessing adversarialexamples,2015, ICLR
 Adversarial attackson neural network policies,2017, arXiv preprint arXiv:1702
 Adversarial examples for evaluating reading comprehension systems,2017, InEmpirical Methods in Natural Language Processing (EMNLP)
 Model-ensembletrust-region policy optimization,2018, arXiv preprint arXiv:1802
 Continuous control with deep reinforcement learning,2015, arXivpreprint arXiv:1509
 Tac-tics of adversarial attack on deep reinforcement learning agents,2017, arXiv preprint arXiv:1703
 Human-levelcontrol through deep reinforcement learning,2015, Nature
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 Deepmind control suite,2018, arXivpreprint arXiv:1801
 Rigorous agent evaluation: An adversarial approachto uncover catastrophic failures,2018, arXiv preprint arXiv:1812
 Verification of neural network control policyunder persistent adversarial perturbation,2019, arXiv preprint arXiv:1908
