title,year,conference
 TensorFlow: A System for Large-scale Machine Learning,2016, USENIX Conf
 SeerNet: Predicting Convolutional Neural Network Feature-Map Sparsity throughLow-Bit Quantization,2019, Conf
 IEEE Trans,2016, on Pattern Analysis and Machine Intelligence
 ImageNet: A Large-ScaleHierarchical Image Database,2009, Conf
 HAWQ: HessianAWare Quantization of Neural Networks With Mixed-Precision,2019, Int’l Conf
 Deep Residual Learning for ImageRecognition,2016, Conf
 Long Short-Term Memory,1997, Neural Computation
 Boosting thePerformance of CNN Accelerators with Dynamic Fine-Grained Channel Gating,2019, Int’l Symp
 Channel GatingNeural Networks,2019, Advances in Neural Information Processing Systems (NeurIPS)
 Imagenet Classification with DeeP Con-volutional Neural Networks,2012, Advances in Neural Information Processing Systems (NeurIPS)
 Fixed Point Quantization of DeePConvolutional Networks,2016, Int’l Conf
 PredictiveNet: An energy-efficient convolutional neural network via zero Prediction,2017, Int’l Symp
 Effective APProaches to Attention-basedNeural Machine Translation,2015, Conf
 ShuffleNet V2: Practical Guidelinesfor Efficient CNN Architecture Design,2018, European Conf
 Building a Large AnnotatedCorPus of English: The Penn Treebank,1993, Comput
 WRPN: Wide Reduced-PrecisionNetworks,2018, Int’l Conf
 Value-aware Quantization for Training and Inferenceof Neural Networks,2018, European Conf
 FaceNet: A Unified Embedding for FaceRecognition and Clustering,2015, Conf
 Prediction Based Execution onDeep Neural Networks,2018, Int’l Symp
 Attention Is All You Need,2017, Advances in Neural InformationProcessing Systems (NeurIPS)
 HAQ: Hardware-Aware AutomatedQuantization With Mixed Precision,2019, Conf
 HitNet: Hy-brid Ternary Recurrent Neural Network,2018, Advances in Neural Information Processing Systems(NeurIPS)
 Machine Learningat Facebook: Understanding Inference at the Edge,2019, Int’l Symp
 ICNet for Real-Time Semantic Segmentation on High-Resolution Images,2018, European Conf
 Accelerating Binarized Convolutional Neural Networks with Software-Programmable FPGAs,2017, Int’l Symp
 Improving NeuralNetwork Quantization using Outlier Channel Splitting,2019, Int’l Conf
 DoReFa-Net:Training Low Bitwidth Convolutional Neural Networks with Low Bitwidth Gradients,2016, arXivpreprint
 Trained Ternary Quantization,2017, Int’lConf
