title,year,conference
 Maximum a posteriori policy optimisation,2018, arXiv preprint arXiv:1806
 Striving for simplicity in off-policydeep reinforcement learning,2019, CoRR
 Neuro-Dynamic Programming,1996, Athena Scientific
 Off-policy deep reinforcement learning withoutexploration,2018, arXiv preprint arXiv:1812
 Information asymmetry in KL-regularized RL,2019, In International Conference on LearningRepresentations
 Soft actor-critic: Off-policymaximum entropy deep reinforcement learning with a stochastic actor,2018, In Proceedings of the35th International Conference on Machine Learning (ICML)
 Soft actor-critic algorithmsand applications,2018, CoRR
 Learningcontinuous control policies by stochastic value gradients,2015, In Advances in Neural InformationProcessing Systems 28 (NeurIPS)
 Sequence tutor: Conservative fine-tuning of sequence generation models withkl-control,2017, In Proceedings of the 34th International Conference on Machine Learning (ICML)
 Approximately optimal approximate reinforcement learning,2002, InProceedings of the Nineteenth International Conference on Machine Learning (ICML)
 Qt-opt: Scal-able deep reinforcement learning for vision-based robotic manipulation,2018, CoRR
 Adam: A method for stochastic optimization,2015, 2015
 Auto-encoding variational bayes,2014, In International Conferenceon Learning Representations (ICLR)
 Stabilizing off-policy q-learning viabootstrapping error reduction,2019, arXiv preprint arXiv:1906
 Batch Reinforcement Learning,2011, In M
 Kernel-based reinforcement learning,2002, Machine Learning
 Stochastic backpropagation andapproximate inference in deep generative models,2014, In Proceedings of the 31st InternationalConference on Machine Learning (ICML)
 Learning by playing-solving sparse reward tasks from scratch,2018, arXiv preprint arXiv:1802
 Trust regionpolicy optimization,2015, In International Conference on Machine Learning (ICML)
 Proximal policyoptimization algorithms,2017, CoRR
 Reinforcement Learning: An Introduction,2018, The MIT Press
 Exploiting hierarchy for learning andtransfer in kl-regularized rl,2019, In arXiv:1903
