title,year,conference
 Model neurons: from hodgkin-huxley to hopfield,1990, In Statisticalmechanics ofneural networks
 Synthesizing robust adversarialexamples,2017, arXiv preprint arXiv:1707
 Obfuscated gradients give a false sense ofsecurity: Circumventing defenses to adversarial examples,2018, arXiv preprint arXiv:1802
 Wild patterns: Ten years after the rise of adversarial machinelearning,2018, Pattern Recognition
 Decision-based adversarial attacks: Reliableattacks against black-box machine learning models,2017, arXiv preprint arXiv:1712
 Towards evaluating the robustness of neural networks,2017, In 2017IEEE Symposium on Security and Privacy (SP)
 Adversarial examples are a naturalconsequence of test error in noise,2019, arXiv preprint arXiv:1901
 Explaining and harnessing adversarialexamples,2014, arXiv preprint arXiv:1412
 Learning with a strong adver-sary,2015, arXiv preprint arXiv:1511
 Imagenet classification with deep convo-Iutional neural networks,2012, In Advances in neural information processing Systems
 Gradient-based learning appliedto document recognition,1998, Proceedings of the IEEE
 Overlapping memory replay during sleep builds cognitiveschemata,2011, Trends in cognitive sciences
 Deep neural networks are easily fooled: High confi-dence predictions for unrecognizable images,2015, In Proceedings of the IEEE conference on computervision and pattern recognition
 Distillation as adefense to adversarial perturbations against deep neural networks,2016, In 2016 IEEE Symposium onSecurity and Privacy (SP)
 Foolbox: A python toolbox to benchmark therobustness of machine learning models,2017, arXiv preprint arXiv:1707
 Masteringthe game of go with deep neural networks and tree search,2016, nature
 Competitive hebbian learning through spike-timing-dependent synaptic plasticity,2000, Nature neuroscience
 Sleep-dependent memory consolidation,2005, Nature
 Sleep-dependent memory triage: evolving generalizationthrough selective processing,2013, Nature neuroscience
 Intriguing properties of neural networks,2013, arXiv preprint arXiv:1312
 Sleep function and synaptic homeostasis,2006, Sleep medicine reviews
 Examining the impact of blur onrecognition by convolutional networks,2016, arXiv preprint arXiv:1611
 Caltech-ucsd birds 200,2010, 2010
 Reactivation of hippocampal ensemble memoriesduring sleep,1994, Science
 Adversarial examples: Attacks and defenses fordeep learning,2019, IEEE transactions on neural networks and learning systems
 On classification of distorted images with deepconvolutional neural networks,2017, In 2017 IEEE International Conference on Acoustics
