title,year,conference
 Data Clustering: Algorithms and Applications,2013, CRCPress
 Deep adaptiveimage clustering,2017, In ICCV
 Semi-Supervised Learning,2006, MIT Press
 Imagenet: A large-scalehierarchical image database,2009, In CVPR
 Deepclustering via joint convolutional autoencoder embedding and relative entropy minimization,2017, InICCV
 Recentadvances in zero-shot recognition: Toward data-efficient understanding of visual content,2018, IEEESignal Processing Magazine
 Unsupervised representation learning bypredicting image rotations,2018, ICLR
 Learning to discover novel visual categories viadeep transfer clustering,2019, In ICCV
 Deep residual learning for imagerecognition,2016, In CVPR
 Deep image category discovery using a transferredsimilarity function,2016, arxiv
 Learning to cluster in order to transfer across domainsand tasks,2018, In ICLR
 Multi-class classificationwithout multi-class labels,2019, In ICLR
 Adam: A method for stochastic optimization,2014, In ICLR
 Revisiting self-supervised visual representa-tion learning,2019, In CVPR
 The hungarian method for the assignment problem,1955, Naval research logisticsquarterly
 Temporal ensembling for semi-supervised learning,2017, In ICLR
 Human-level concept learningthrough probabilistic program induction,2015, Science
 Gradient episodic memory for continual learning,2017, InNeurIPS
 Some methods for classification and analysis of multivariate observations,1967, InProceedings of the Fifth Berkeley Symposium on Mathematical Statistics and Probability
 Readingdigits in natural images with unsupervised feature learning,2011, In NeurIPS Workshop on DeepLearning and Unsupervised Feature Learning
 Realisticevaluation of deep semi-supervised learning algorithms,2018, In NeurIPS
 A survey on transfer learning,2010, IEEE Transactions on Knowledgeand Data Engineering
 Semi-supervisedlearning with ladder networks,2015, In NeurIPS
 icarl:Incremental classifier and representation learning,2017, In CVPR
 Incremental learning of object detectorswithout catastrophic forgetting,2017, In ICCV
 Very deep convolutional networks for large-scale imagerecognition,2015, In ICLR
 On the importance of initializationand momentum in deep learning,2013, In ICML
 A survey ondeep transfer learning,2018, In International Conference on Artificial Neural Networks
 Mean teachers are better role models: Weight-averaged consistencytargets improve semi-supervised deep learning results,2017, In NeurIPS
 Visualizing data using t-sne,2008, JMLR
 Match-ing networks for one shot learning,2016, In NeurIPS
 Towards k-means-friendly spaces:Simultaneous deep learning and clustering,2017, In ICML
 Joint unsupervised learning of deep representations andimage clusters,2016, In CVPR
 S4l: Self-supervised semi-supervised learning,2019, 2019
