title,year,conference
 On fast dropout and its applicability to recurrent networks,2013, arXiv preprintarXiv:1311
 Efficientlifelong learning with A-GEM,2018, arXiv preprint arXiv:1812
 Learning phrase representations using RNN encoder-decoderfor statistical machine translation,2014, In EMNLP
 Chameleons in imagined conversations: A newapproach to understanding coordination of linguistic style in dialogs,2011, In Proc
 Episodicmemory in lifelong language learning,2019, arXiv preprint arXiv:1906
 Key-value retrievalnetworks for task-oriented dialogue,2017, In SIGDIAL
 Domain-adversarial training of neural net-works,2016, JMLR
 Hybrid computing using a neural network with dynamic external memory,2016, Nature
 Long short-term memory,1997, Neural Computation
 Incremental learning with maximum en-tropy regularization: Rethinking forgetting and intransigence,2019, arXiv preprint arXiv:1902
 Overcom-ing catastrophic forgetting in neural networks,2017, Proceedings of the National Academy of Sciences
 Overcomingcatastrophic forgetting by incremental moment matching,2017, In NeurIPS
 Learning without forgetting,2018, IEEE TPAMI
 Adversarial multi-task learning for text classifica-tion,2017, In ACL
 Gradient episodic memory for continual learning,2017, InNeurIPS
 The Ubuntu dialogue corpus: A largedataset for research in unstructured multi-turn dialogue systems,2015, In SIGDIAL
 Mem2seq: Effectively incorporating knowl-edge bases into end-to-end task-oriented dialog systems,2018, In ACL
 Key-value memory networks for directly reading documents,2016, In EMNLP
 GloVe: Global vectors for wordrepresentation,2014, In EMNLP
 icarl:Incremental classifier and representation learning,2017, In CVPR
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 A hierarchical latent variable encoder-decoder model for gen-erating dialogues,2017, In AAAI
 Individual comparisons by ranking methods,1945, Biometrics Bulletin
 Incrementaldomain adaptation of deformable part-based models,2014, In BMVC
 Reinforced continual learning,2018, In NeurIPS
 Lifelong learning with dynamicallyexpandable networks,2018, ICLR
 Oracle: Order robust adaptivecontinual learning,2019, arXiv preprint arXiv:1902
