title,year,conference
 Expert gate: Lifelong learning with anetwork of experts,2017, In CVPR
 Efficientlifelong learning with a-gem,2018, arXiv preprint arXiv:1812
 Syntactic structures,1957, Walter de Gruyter
 Exploring the challenges towards lifelong fact learning,2018, In Asian Conferenceon Computer Vision
 Pathnet: Evolution channels gradient descent in superneural networks,2017, arXiv preprint arXiv:1701
 Overcoming catastrophic forgetting in neuralnetworks,2017, PNAS
 Overcom-ing catastrophic forgetting in neural networks,2017, Proceedings of the national academy of sciences
 Overcom-ing catastrophic forgetting in neural networks,2017, Proceedings of the national academy of sciences
 More systematic than claimed: Insights on the scan tasks,2018, ICLRWorkshop
 Generalization without systematicity: On the compositional skillsof sequence-to-sequence recurrent networks,2018, In International Conference on Machine Learning
 Generalization without systematicity: On the compositionalskills of sequence-to-sequence recurrent networks,2017, arXiv preprint arXiv:1711
 Buildingmachines that learn and think like people,2017, Behavioral and Brain Sciences
 Human few-shot learning of compositional in-structions,2019, arXiv preprint arXiv:1901
 Overcomingcatastrophic forgetting by incremental moment matching,2017, In Advances in Neural InformationProcessing Systems
 Compositional generalization for prim-itive substitutions,2019, EMNLP
 Learning without forgetting,2016, In European Conference on ComputerVision
 Assessing the ability of lstms to learn syntax-sensitive dependencies,2016, Transactions of the Association for Computational Linguistics
 Gradient episodic memory for continual learning,2017, InNIPS
 Rearranging the familiar: Testing compositionalgeneralization in recurrent networks,2018, arXiv preprint arXiv:1807
 Why there are complementarylearning systems in the hippocampus and neocortex: insights from the successes and failures ofconnectionist models of learning and memory,1995, Psychological review
 Catastrophic interference in connectionist networks: Thesequential learning problem,1989, Psychology of learning and motivation
 Society of mind,1986, Simon and Schuster
 Universal grammar,1970, Theoria
 icarl: Incremental classifier and repre-sentation learning,2017, In CVPR
 Recurrent neural networks can learn to implement symbol-sensitivecounting,1998, In Advances in Neural Information Processing Systems
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 Continual learning with deep generativereplay,2017, In Advances in Neural Information Processing Systems
 Incremental learning of object detec-tors without catastrophic forgetting,2017, In The IEEE International Conference on Computer Vision(ICCV)
 Encoder basedlifelong learning,2017, arXiv preprint arXiv:1704
 Task representations in neural networks trained to perform many cognitive tasks,2019, Natureneuroscience
