title,year,conference
 Neural machine translation by jointlylearning to align and translate,2014, arXiv preprint arXiv:1409
 Convolutional neural networks ongraphs with fast localized spectral filtering,2016, In Advances in neural information processing systems
 Density estimation using real nvp,2016, arXivpreprint arXiv:1605
 Fast graph representation learning with PyTorch Geometric,2019, InICLR Workshop on Representation Learning on Graphs and Manifolds
 Dyngem: Deep embedding method for dy-namic graphs,2018, arXiv preprint arXiv:1805
 node2vec: Scalable feature learning for networks,2016, In Proceedingsof the 22nd ACM SIGKDD international conference on Knowledge discovery and data mining
 Representation learning on graphs: Methodsand applications,2017, arXiv preprint arXiv:1709
 Deep convolutional networks on graph-structureddata,2015, arXiv preprint arXiv:1506
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Semi-supervised classification with graph convolutional net-works,2016, arXiv preprint arXiv:1609
 Variational graph auto-encoders,2016, arXiv preprintarXiv:1611
 Deep dynamic networkembedding for link prediction,2018, IEEE Access
 Streaming graph neuralnetworks,2018, arXiv preprint arXiv:1810
 Geometric deep learning on graphs and manifolds using mixture model cnns,2017, InProceedings of the IEEE Conference on Computer Vision and Pattern Recognition
 Continuous-time dynamic network embeddings,2018, In Companion Proceedings ofthe The Web Conference 2018
 Deepwalk: Online learning of social repre-sentations,2014, In Proceedings of the 20th ACM SIGKDD international conference on Knowledgediscovery and data mining
 Random features for large-scale kernel machines,2008, In Advances inneural information processing systems
 Variational inference with normalizing flows,2015, arXivpreprint arXiv:1505
 Dynamic edge-conditioned filters in convolutional neu-ral networks on graphs,2017, In Proceedings of the IEEE conference on computer vision and patternrecognition
 End-to-end memory networks,2015, In Advancesin neural information processing systems
 Representation learn-ing over dynamic graphs,2018, arXiv preprint arXiv:1803
 Attention is all you need,2017, In Advances in neural informationprocessing systems
 Graph attention networks,2017, arXiv preprint arXiv:1710
 Self-attention withfunctional time representation learning,2019, In Advances in Neural Information Processing Systems
 Product knowledgegraph embedding for e-commerce,2020, In Proceedings of the 13th International Conference on WebSearch and Data Mining
