title,year,conference
 A convergence theory for deep learning via over-parameterization,2019, In Kamalika Chaudhuri and Ruslan Salakhutdinov (eds
 QUantifying generalizationin reinforcement learning,2018, December 2018
 Gradient descent provably optimizesover-parameterized neUral networks,2019, In International Conference in Learning Representations(ICLR)
 The lottery tickethypothesis at scale,2019, March 2019
 A unified game-theoretic approach to multiagent reinforcementlearning,2017, In Proceedings of the 31st International Conference on Neural Information ProcessingSystems
 Rethinking the valueof network pruning,2019, In International Conference on Learning Representations
 Pointer sentinel mixturemodels,2017, In International Conference in Learning Representations (ICLR)
 In search of the real inductive bias: Onthe role of implicit regularization in deep learning,2014, In International Conference in LearningRepresentations (ICLR) Workshop Track
 Scaling neural machine translation,2018, InProc
 Cnn features off-the-shelf: An astounding baseline for recognition,2014, In Proceedings of the 2014 IEEE Conference onComputer Vision and Pattern Recognition Workshops
 Attention is all you need,2017, In I
