title,year,conference
 De-factor: Differentiable edge factorization-based probabilistic graph generation,2018, arXiv preprintarXiv:1811
 Syntax-directed variational au-toencoder for molecule generation,2018, In Proceedings of the International Conference on LearningRepresentations
 Handbook of genetic algorithms,1991, 1991
 Genetic algorithms in molecular modeling,1996, Academic Press
 Quantum superposition of molecules beyond 25 kda,2019, NaturePhysics
 Automatic chemical design using a data-driven contin-uous representation of molecules,2018, ACS central science
 Junction tree variational autoencoder formolecular graph generation,2018, arXiv preprint arXiv:1802
 Learning multimodal graph-to-graph translation for molecular optimization,2018, arXiv preprint arXiv:1812
 Auto-encoding variational bayes,2013, arXiv preprintarXiv:1312
 Self-ies: a robust representation of semantically constrained graphs with an example application inchemistry,2019, arXiv preprint arXiv:1905
 The surprising creativity of digital evolution,2018, InArtificial Life Conference Proceedings
 Constrained graph varia-tional autoencoders for molecule design,2018, In Advances in Neural Information Processing Systems
 Evolutionary and genetic methods in drug design,1996, Drug Discovery Today
 Inverse molecular design using machinelearning: Generative models for matter engineering,2018, Science
 Generating focusedmolecule libraries for drug discovery with recurrent neural networks,2017, ACS central science
 Non-fullerene acceptors for organic solar cells,2018, Nature Reviews Materials
 Chemts: an efficientpython library for de novo molecular generation,2017, Science and technology of advanced materials
 Alkaline benzoquinone aque-ous flow battery for large-scale storage of electrical energy,2018, Advanced Energy Materials
 Graph convolutional pol-icy network for goal-directed molecular graph generation,2018, In Advances in Neural InformationProcessing Systems
