title,year,conference
 Bayesian coreset construction via greedy iterative geodesicascent,2018, arXiv preprint arXiv:1802
 Very deep convolutional networksfor text classification,2016, arXiv preprint arXiv:1606
 Very deep convolutional networksfor text classification,2017, In Proceedings of the 15th Conference of the European Chapter of theAssociationfor Computational Linguistics: Volume 1
 Dropout as a bayesian approximation: Representing modeluncertainty in deep learning,2016, In international conference on machine learning
 Deep residual learning for imagerecognition,2016, In Proceedings of the IEEE conference on computer vision and pattern recognition
 Identity mappings in deep residualnetworks,2016, In European conference on computer vision
 Neuralcollaborative filtering,2017, In Proceedings of the 26th International Conference on World Wide Web
 Bayesian active learning forclassification and preference learning,2011, arXiv preprint arXiv:1112
 Densely connectedconvolutional networks,2017, In CVPR
 Coresets for scalable bayesian logisticregression,2016, In Advances in Neural Information Processing Systems
 Bag of tricks for efficienttext classification,2016, arXiv preprint arXiv:1607
 Exploring thelimits of language modeling,2016, arXiv preprint arXiv:1602
 Batchbald: Efficient and diverse batchacquisition for deep bayesian active learning,2019, arXiv preprint arXiv:1906
 Imagenet classification with deep convolu-tional neural networks,2012, In Advances in neural information processing systems
 Heterogeneous uncertainty sampling for supervised learning,1994, InMachine Learning Proceedings 1994
 Mixed precisiontraining,2017, arXiv preprint arXiv:1710
 Automatic differentiation inpytorch,2017, 2017
 Mo-bilenetv2: Inverted residuals and linear bottlenecks,2018, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition
 Active learning for convolutional neural networks: A core-setapproach,2018, In International Conference on Learning Representations
 From theories to queries: Active learning in practice,2011, In Isabelle Guyon
 Query by committee,1992, In Proceedings ofthe fifth annual workshop on Computational learning theory
 Deepactive learning for named entity recognition,2017, In Proceedings of the 2nd Workshop on RepresentationLearning for NLP
 Very deep convolutional networks for large-scale imagerecognition,2014, arXiv preprint arXiv:1409
 Going deeper with convolutions,2015, InProceedings of the IEEE conference on computer vision and pattern recognition
 Learning mixtures ofsubmodular functions for image collection summarization,2014, In Advances in neural informationprocessing systems
 Attention is all you need,2017, In Advances in Neural InformationProcessing Systems
 Using document summarization techniquesfor speech data subset selection,2013, In Proceedings of the 2013 Conference of the North AmericanChapter of the Association for Computational Linguistics: Human Language Technologies
 Submodular subset selectionfor large-scale speech training data,2014, In Acoustics
 Aggregated residualtransformations for deep neural networks,2017, In Computer Vision and Pattern Recognition (CVPR)
 Wide residual netWorks,2016, arXiv preprint arXiv:1605
 Text understanding from scratch,2015, arXiv preprint arXiv:1502
 Character-level convolutional netWorks for textclassification,2015, In Advances in neural information processing systems
