title,year,conference
 Contrastivebehavioral similarity embeddings for generalization in reinforcement learning,2021, In InternationalConference on Learning Representations (ICLR)
 Meta-learning by adjusting priors based on extended pac-bayes theory,2018, InInternational Conference on Machine Learning (ICML)
 Mixture density networks,1994, In Technical Report NCRG/4288
 Openai gym,2016, arXiv preprint arXiv:1606
 Bootstrap methods: another look at the jackknife,1992, In Breakthroughs in statistics
 Recurrent world models facilitate policy evolution,2018, Advances inNeural Information Processing Systems (NeurIPS)
 Long short-term memory,1997, Neural computation
 Pac-bayesian model averaging,1999, In Proceedings of the twelfth annual Conferenceon Computational Learning Theory (COLT)
 A pac-bayesian bound for lifelong learning,2014, In Interna-tional Conference on Machine Learning (ICML)
 Efficient off-policymeta-reinforcement learning via probabilistic context variables,2019, In International Conference onMachine Learning (ICML)
 Progressive neural networks,2016, arXiv preprintarXiv:1606
 Trust regionpolicy optimization,1889, In International Conference on Machine Learning (ICML)
 Understanding machine learning: From theory toalgorithms,2014, Cambridge university press
 Deep reinforcement learning with double q-learning,2016, In Proceedings of the Thirtieth AAAI Conference on Artificial Intelligence (AAAI)
 Meta-learningwithout memorization,2019, arXiv preprint arXiv:1912
 Kernel-based conditionalindependence test and application in causal discovery,9780, In Proceedings of the Twenty-SeventhConference on Uncertainty in Artificial Intelligence
 Fast contextadaptation via meta-learning,2019, In International Conference on Machine Learning (ICML)
