title,year,conference
 Guaranteed non-orthogonal tensor de-composition via alternating rank-1 updates,2014, arXiv preprint arXiv:1402
 Exploring compositional archi-tectures and word vector representations for prepositional phrase attachment,2014, Transactions of theAssociation for Computational Linguistics
 Natural language processing with Python: analyzingtext with the natural language toolkit,2009, ” O’Reilly Media
 Ontology-aware token embeddingsfor prepositional phrase attachment,2017, arXiv preprint arXiv:1705
 Phrase similarity in humans and machines,2015, InProceedings of the 37th Annual Conference of the Cognitive Science Society
 From language to pro-grams: Bridging reinforcement learning and maximum marginal likelihood,2017, arXiv preprintarXiv:1704
 Disambiguating spatial prepositions using deep convolutionalnetworks,2017, In AAAI
 Introduction to the Grammar of English,1984, Cambridge University Press
 Simple and accurate dependency parsing using bidirec-tional lstm feature representations,2016, arXiv preprint arXiv:1603
 Tensor decompositions and applications,2009, SIAM review
 Tensor factorization via matrix factoriza-tion,2015, In Artificial Intelligence and Statistics
 Parser showdown at the wallstreet corral: An empirical investigation of error types in parser output,2012, In Proceedings of the 2012Joint Conference on Empirical Methods in Natural Language Processing and ComputationalNatural Language Learning
 Automated grammaticalerror detection for language learners,2010, Synthesis lectures on human language technologies
 Efficient estimation of word represen-tations in vector space,2013, arXiv preprint arXiv:1301
 Composition in distributional models of semantics,2010, Cognitivescience
 Glove: Global vectors for wordrepresentation,2014, In Proceedings of the 2014 conference on empirical methods in natural languageprocessing (EMNLP)
 Autoextend: Extending word embeddings to embeddings forsynsets and lexemes,2015, arXiv preprint arXiv:1507
 Orthogonalized als: A theoretically PrinciPled tensor decomPo-sition algorithm for Practical use,2017, arXiv preprint arXiv:1703
 A hybridmodel for grammatical error correction,2013, In CoNLL Shared Task
 Embedding lexical features via low-rank tensors,2016, arXiv preprint arXiv:1604
