title,year,conference
 Layer normalization,2016, arXiv preprintarXiv:1607
 Designing neural network architec-tures using reinforcement learning,2017, In In International Conference on Learning Representations(ICLR)
 ProxylessNAS: Direct neural architecture search on targettask and hardware,2019, In International Conference on Learning Representations (ICLR)
 Once for all: Train onenetwork and specialize it for efficient deployment,2020, In International Conference on LearningRepresentations
 Learning phrase representations using rnn encoder-decoderfor statistical machine translation,2014, In Proceedings of the Conference on Empirical Methods inNatural Language Processing (EMNLP)
 ImageNet: A Large-Scale Hierarchi-cal Image Database,2009, In Proceedings of the IEEE Conference on Computer Vision and PatternRecognition (CVPR)
 Nas-bench-201: Extending the scope of reproducible neural architecturesearch,2020, In International Conference on Learning Representations (ICLR)
 Meta-learning of neuralarchitectures for few-shot learning,2020, In Proceedings of the IEEE conference on computer visionand pattern recognition (CVPR)
 Bohb: Robust and efficient hyperparameter opti-mization at scale,2018, arXiv preprint arXiv:1807
 Model-agnostic meta-learning for fast adaptationof deep networks,2017, In International Conference on Machine Learning (ICML)
 Deep residual learning for image recog-nition,2016, In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition(CVPR)
 Cross attention networkfor few-shot classification,2019, In Advances in Neural Information Processing Systems (NeurIPS)
 Junction tree variational autoencoder formolecular graph generation,2018, International Conference on Machine Learning (ICML)
 Auto-meta: Automated gradient based metalearner search,2018, arXiv preprint arXiv:1806
 Auto-encoding variational bayes,2014, arXiv preprintarXiv:1312
 Imagenet classification with deep convo-lutional neural networks,2012, In Advances in Neural Information Processing Systems (NIPS)
 MNIST handwritten digit database,2010, 2010
 Learning to balance: Bayesian meta-learning for imbalanced and out-of-distributiontasks,2020, In International Conference on Learning Representations (ICLR)
 Meta-learning withdifferentiable convex optimization,2019, In Proceedings of the IEEE Conference on Computer Visionand Pattern Recognition (CVPR)
 Random search and reproducibility for neural architecture search,2019, InUncertainty in Artificial Intelligence
 Darts: Differentiable architecture search,2019, In InInternational Conference on Learning Representations (ICLR)
 Ns-ganetv2: Evolutionary multi-objective surrogate-assisted neural architecture search,2020, In EuropeanConference on Computer Vision
 Fine-grainedvisual classification of aircraft,2013, arXiv preprint arXiv:1306
 Readingdigits in natural images with unsupervised feature learning,2011, 2011
 Cats and dogs,2012, In IEEE Conference onComputer Vision and Pattern Recognition
 Efficient neural architecturesearch via parameter sharing,2018, In International Conference on Machine Learning (ICML)
 Regularized evolution for imageclassifier architecture search,2019, In Proceedings of the aaai conference on artificial intelligence(AAAI)
 Meta-learning with latent embedding optimization,2019, 2019
 Meta architecture search,2019, In Advancesin Neural Information Processing Systems (NeurIPS)
 Prototypical networks for few-shot learning,2017, InAdvances in neural information processing systems (NIPS)
 Matching networks for oneshot learning,2016, In Advances in neural information processing systems (NIPS)
 Simple statistical gradient-following algorithms for connectionist reinforcementlearning,1992, Machine learning
 Nas-bench-101: Towards reproducible neural architecture search,2019, In International Conference onMachine Learning (ICML)
 Deep sets,2017, In Advances in Neural Information Processing Systems(NIPS)
 D-vae: A variationalautoencoder for directed acyclic graphs,2019, In Advances in Neural Information Processing Systems(NeurIPS)
 Shufflenet: An extremely efficientconvolutional neural network for mobile devices,2018, In Proceedings of the IEEE Conference onComputer Vision and Pattern Recognition (CVPR)
 Learning transferable architecturesfor scalable image recognition,2018, In Proceedings of the IEEE conference on computer vision andpattern recognition (CVPR)
