title,year,conference
 A survey on deep learning advances on different3d data representations,2018, arXiv preprint arXiv:1808
 Simple and deep graphconvolutional networks,2020, arXiv preprint arXiv:2007
 Spherical cnns,2018, In ICLR
 Gauge equivariant convolu-tional networks and the icosahedral cnn,2019, ICML
 Fast graph representation learning with PyTorch Geometric,2019, InICLR Workshop on Representation Learning on Graphs and Manifolds
 Web-based integrated cloud cae platform for large-scale finite element analysis,2017, Mechanical Engineering Letters
 Adam: A method for stochastic optimization,2014, arXiv preprintarXiv:1412
 Semi-supervised classification with graph convolutional net-works,2017, In ICLR
 Directional message passing for molec-ular graphs,2020, In ICLR
 Abc: A big cad model dataset for geometricdeep learning,2019, In The IEEE Conference on Computer Vision and Pattern Recognition (CVPR)
 N-body networks: a covariant hierarchical neural network architecture for learningatomic potentials,2018, arXiv preprint arXiv:1803
 Invariant and equivariant graphnetworks,2018, arXiv preprint arXiv:1812
 Development of 3× 3 dof blocking structural elements to enhance the computationalintensity of iterative linear solver,2016, Mechanical Engineering Letters
 Graph networks as learnable physics engines for inference andcontrol,2018, arXiv preprint arXiv:1806
 Hamiltonian graphnetworks with ode integrators,2019, arXiv preprint arXiv:1909
 Learning to simulate complex physics with graph networks,2020, arXiv preprintarXiv:2002
 Supervised neural networks for the classification ofstructures,1997, IEEE Transactions on Neural Networks
 Tensor field networks: Rotation-and translation-equivariant neural networks for 3d pointclouds,2018, arXiv preprint arXiv:1802
 3d steerablecnns: Learning rotationally equivariant features in volumetric data,2018, In NeurIPS 
 Simpli-fying graph convolutional networks,2019, In ICML
 Position-aware graph neural networks,2019, arXiv preprintarXiv:1906
